Time(s)	Ax(m/s^2)	Ay(m/s^2)	A_mag(m/s^2)
3.856	3.7370	-0.0170	3.7370
3.906	4.6778	-0.0489	4.6781
3.956	3.6727	-0.0602	3.6732
4.006	4.4577	-0.0646	4.4582
4.056	3.6842	-0.0476	3.6845
4.106	4.4251	-0.0661	4.4256
4.156	3.7101	-0.0601	3.7106
4.206	4.3997	-0.0711	4.4003
4.256	3.7086	-0.0638	3.7091
4.306	4.3538	-0.0741	4.3544
4.356	3.6924	-0.0679	3.6930
4.406	4.2947	-0.0763	4.2953
4.456	3.6718	-0.0705	3.6725
4.506	4.2328	-0.0771	4.2335
4.556	3.6546	-0.0716	3.6553
4.606	4.1738	-0.0767	4.1745
4.656	3.6535	-0.0722	3.6542
4.706	4.1334	-0.0757	4.1341
4.756	3.7087	-0.0717	3.7094
4.806	4.0942	-0.0737	4.0948
4.856	3.6263	-0.0700	3.6270
4.906	3.8805	-0.0700	3.8812
4.956	3.5033	-0.0668	3.5039
5.006	3.7130	-0.0661	3.7136
5.056	3.4374	-0.0633	3.4379
5.106	3.5635	-0.0619	3.5640
5.156	3.3835	-0.0594	3.3840
5.206	3.4166	-0.0576	3.4170
5.256	3.3167	-0.0555	3.3171
5.306	3.3023	-0.0535	3.3027
5.356	3.2507	-0.0515	3.2511
5.406	3.2241	-0.0541	3.2246
5.456	3.1919	-0.0448	3.1922
5.506	3.1654	-0.0482	3.1657
5.556	3.1392	-0.0400	3.1395
5.606	3.1146	-0.0389	3.1149
5.656	3.0908	-0.0380	3.0911
5.706	3.0676	-0.0369	3.0678
5.756	3.0447	-0.0356	3.0449
5.806	3.0224	-0.0341	3.0226
5.856	3.0003	-0.0322	3.0005
5.906	2.9784	-0.0306	2.9785
5.956	2.9568	-0.0290	2.9570
6.006	2.9354	-0.0277	2.9355
6.056	2.9141	-0.0263	2.9143
6.106	2.8931	-0.0245	2.8932
6.156	2.8721	-0.0232	2.8722
6.206	2.8514	-0.0223	2.8515
6.256	2.8309	-0.0210	2.8309
6.306	2.8104	-0.0211	2.8105
6.356	2.7901	-0.0185	2.7902
6.406	2.7701	-0.0178	2.7701
6.456	2.7501	-0.0170	2.7501
6.556	2.7204	-0.0163	2.7205
6.606	2.6910	-0.0141	2.6911
6.656	2.6717	-0.0140	2.6717
6.706	2.6523	-0.0130	2.6524
6.756	2.6333	-0.0129	2.6334
6.806	2.6144	-0.0124	2.6144
6.856	2.5955	-0.0121	2.5955
6.906	2.5768	-0.0114	2.5768
6.956	2.5582	-0.0110	2.5582
7.006	2.5398	-0.0107	2.5398
7.056	2.5216	-0.0102	2.5216
7.106	2.5034	-0.0099	2.5034
7.156	2.4854	-0.0097	2.4854
7.206	2.4675	-0.0094	2.4675
7.256	2.4497	-0.0092	2.4497
7.306	2.4320	-0.0088	2.4320
7.356	2.4146	-0.0087	2.4146
7.406	2.3972	-0.0083	2.3972
7.456	2.3799	-0.0083	2.3799
7.506	2.3628	-0.0082	2.3628
7.556	2.3458	-0.0079	2.3459
7.606	2.3289	-0.0081	2.3289
7.656	2.3121	-0.0076	2.3121
7.706	2.2955	-0.0076	2.2955
7.756	2.2791	-0.0076	2.2791
7.806	2.2626	-0.0073	2.2627
7.856	2.2463	-0.0073	2.2463
7.906	2.2302	-0.0075	2.2302
7.956	2.2142	-0.0072	2.2142
8.006	2.1983	-0.0072	2.1983
8.056	2.1825	-0.0071	2.1825
8.206	-1.2382	0.0041	1.2382
8.406	-6.7782	0.0213	6.7782
8.506	-8.0554	-0.0232	8.0555
8.556	-8.2181	-1.6463	8.3814
8.606	-8.2631	-2.3366	8.5871
8.656	-8.2882	-3.0509	8.8319
8.706	-8.2993	-3.6524	9.0674
8.756	-8.3006	-4.1213	9.2674
8.806	-8.2951	-4.4520	9.4143
8.856	-8.2844	-4.6497	9.5001
8.906	-8.7844	-6.9401	11.1951
8.956	-8.6474	-6.1418	10.6066
9.006	-8.4896	-5.4549	10.0911
9.056	-8.4059	-5.0645	9.8137
9.106	-8.2915	-4.5675	9.4663
9.156	-8.1807	-4.1376	9.1676
9.206	-8.0012	-3.5404	8.7495
9.256	-7.9297	-3.3222	8.5975
9.306	-7.8420	-3.0639	8.4193
9.356	-7.6288	-2.5422	8.0413
9.406	-7.5580	-2.3990	7.9296
9.456	-7.4433	-2.1715	7.7536
9.506	-7.1828	-1.6329	7.3661
9.556	-6.9638	-1.5368	7.1313
9.606	-6.5616	-0.9605	6.6315
9.656	-6.2942	-1.0440	6.3802
9.706	-5.1259	-1.0293	5.2282
9.756	-3.9349	-1.4273	4.1858
9.806	-2.8380	-1.9182	3.4254
9.856	-1.5486	-2.7030	3.1152
9.906	-0.7187	-3.0752	3.1580
9.956	0.0545	-3.5558	3.5562
10.006	0.3305	-3.9935	4.0072
10.056	0.8972	-4.0747	4.1723
10.106	0.8181	-4.5125	4.5861
10.156	1.1310	-4.5397	4.6784
10.206	0.2538	-4.4689	4.4761
10.256	-1.6374	-2.7978	3.2417
10.306	-3.6334	-1.7936	4.0519
10.356	-4.3390	-0.9628	4.4445
10.406	-4.8634	-0.9239	4.9504
10.456	-3.7328	-1.4025	3.9876
10.506	-3.1802	-2.1065	3.8146
10.556	-2.1687	-3.0115	3.7111
10.606	-1.4138	-3.3518	3.6377
10.656	-0.8962	-3.9733	4.0731
10.706	-0.6569	-4.2642	4.3145
10.756	-0.5966	-4.7875	4.8245
10.806	-0.9027	-4.2300	4.3253
10.856	-2.6844	-2.5932	3.7324
10.906	-3.9523	-0.8694	4.0468
10.956	-4.6997	-0.1067	4.7009
11.006	-4.9701	0.1951	4.9740
11.056	-4.3557	-0.7909	4.4269
11.106	-3.8148	-1.4863	4.0941
11.156	-2.9288	-2.5453	3.8803
11.206	-2.2912	-3.0426	3.8088
11.256	-1.6071	-3.5919	3.9350
11.306	-1.7969	-4.1191	4.4940
11.356	-1.3954	-4.4051	4.6209
11.406	-1.7797	-4.7385	5.0617
11.456	-1.5227	-4.8743	5.1066
11.506	-2.0163	-5.0963	5.4806
11.556	-2.2536	-5.2946	5.7542
11.606	-2.1936	-5.1326	5.5817
11.656	-2.6148	-5.3161	5.9243
11.706	-2.6086	-5.1118	5.7389
11.756	-3.1099	-5.2241	6.0797
11.806	-3.6130	-5.1301	6.2747
11.856	-3.3329	-4.9916	6.0021
11.906	-3.5533	-4.8020	5.9737
11.956	-3.4804	-4.7209	5.8651
12.006	-3.0249	-4.4169	5.3534
12.056	0.3590	-3.5489	3.5670
12.106	-1.8058	-3.9711	4.3624
12.156	-2.3322	-4.0439	4.6682
12.206	-2.9312	-4.0365	4.9885
12.256	-3.0999	-3.9940	5.0559
12.306	-2.8269	-3.8692	4.7919
12.356	-2.7649	-3.7951	4.6955
12.406	-2.5682	-3.7002	4.5041
12.456	-2.3021	-3.6051	4.2775
12.506	-2.1959	-3.5331	4.1599
12.556	-2.4541	-3.5049	4.2787
12.606	-2.9103	-3.4872	4.5421
12.656	-3.4668	-3.4608	4.8986
12.706	-4.0656	-3.4145	5.3092
12.756	-4.6744	-3.3435	5.7471
12.806	-5.2753	-3.2454	6.1937
12.856	-5.3666	-3.1508	6.2232
12.906	-8.9989	-2.5661	9.3577
12.956	-9.4774	-2.2971	9.7518
13.006	-9.2092	-2.1713	9.4617
13.056	-9.0140	-2.0155	9.2366
13.106	-8.9644	-1.8046	9.1443
13.156	-9.7282	-1.3281	9.8185
13.206	-10.0381	-0.9346	10.0815
13.256	-10.3933	-0.4883	10.4048
13.306	-10.7767	0.0066	10.7767
13.356	-5.5689	-1.6738	5.8150
13.406	-5.8487	-1.4195	6.0185
13.456	-6.9657	-0.8641	7.0191
13.506	-8.4821	0.0031	8.4821
13.556	-9.5497	0.8429	9.5868
13.606	-9.1240	0.8636	9.1648
13.656	-10.8323	2.2809	11.0698
13.706	-11.1133	2.8300	11.4680
13.756	-11.0598	3.1315	11.4946
13.806	-10.5847	3.9338	11.2920
13.856	-9.0831	6.5256	11.1841
13.906	-7.8152	9.1896	12.0634
13.956	-6.3525	10.4555	12.2340
14.006	-5.5717	11.6491	12.9130
14.056	-4.8663	12.4602	13.3767
14.106	-4.0704	12.8262	13.4566
14.156	-3.5038	13.2170	13.6736
14.206	-2.8794	13.3548	13.6617
14.256	-2.1626	13.2008	13.3768
14.306	-1.3510	12.7207	12.7923
14.356	0.8956	9.8747	9.9153
14.406	0.6777	10.4302	10.4522
14.456	0.9412	10.3471	10.3898
14.506	1.3637	9.9178	10.0112
14.556	1.8531	9.2629	9.4464
14.606	2.1413	8.8816	9.1361
14.656	2.6003	8.1042	8.5111
14.706	2.8190	7.6614	8.1635
14.756	3.3689	6.6164	7.4247
14.806	3.3731	5.9669	6.8544
14.856	3.5140	5.4298	6.4677
14.906	3.7911	5.1491	6.3942
14.956	3.0406	4.2302	5.2096
15.006	1.9501	3.3129	3.8442
15.056	0.5778	2.4691	2.5358
15.106	-0.5828	1.6490	1.7489
15.156	-1.5023	1.0730	1.8462
15.206	-2.2348	0.6375	2.3240
15.256	-2.7637	0.3307	2.7834
15.306	-3.1690	0.0982	3.1705
15.356	-3.4408	-0.0542	3.4413
15.406	-3.2930	-0.0404	3.2932
15.456	-1.3202	0.6689	1.4800
15.506	1.0506	1.5067	1.8368
15.556	2.3679	1.9571	3.0720
15.606	2.5488	1.9609	3.2158
15.656	1.6081	1.5440	2.2293
15.706	0.5506	1.0707	1.2040
15.756	-0.6122	0.5925	0.8519
15.806	-1.5213	0.2181	1.5368
15.856	-2.2006	-0.0529	2.2012
15.906	-2.7102	-0.2635	2.7230
15.956	-2.7310	-0.2885	2.7462
16.006	-2.0395	4.8273	5.2405
16.056	0.2019	9.7242	9.7263
16.156	3.2215	13.9984	14.3643
16.206	2.4370	11.2306	11.4920
16.256	0.9625	4.8587	4.9531
16.306	0.0250	6.1496	6.1496
16.356	-1.1983	-1.5207	1.9361
16.406	-1.2106	-6.1492	6.2672
16.456	-1.5180	-5.5545	5.7582
16.506	-2.0651	-4.6563	5.0936
16.556	-2.4946	-4.2556	4.9329
16.606	-3.0420	-2.7098	4.0739
16.656	-3.3145	-2.3192	4.0453
16.706	-2.7681	-1.9719	3.3987
16.756	-0.5256	-1.4468	1.5393
16.806	1.8420	-0.9710	2.0823
16.856	3.0455	-0.7289	3.1315
16.906	3.2447	-0.6559	3.3103
16.956	2.2355	-0.9211	2.4179
17.006	1.1419	-0.8339	1.4140
17.056	-0.1327	-0.9292	0.9387
17.106	-1.1903	-0.6830	1.3724
17.156	-2.0485	-0.2550	2.0643
17.206	-2.7082	0.2799	2.7226
17.256	-3.1517	3.3212	4.5786
17.306	-1.3414	3.9179	4.1411
17.356	1.1766	4.3689	4.5246
17.406	1.9295	4.5704	4.9610
17.456	1.2454	4.6804	4.8432
17.506	0.3100	4.8495	4.8594
17.556	-0.1461	8.6314	8.6327
17.606	-0.6430	9.5335	9.5551
17.856	-1.3155	8.8836	8.9805
18.006	2.3174	12.4813	12.6946
18.056	8.9692	15.8219	18.1873
18.106	12.2750	15.4880	19.7625
18.156	14.9882	14.0696	20.5572
18.206	14.8689	13.7232	20.2339
18.256	15.9463	12.8624	20.4872
18.306	16.2027	11.6353	19.9476
18.356	12.4553	10.6981	16.4190
18.406	11.8438	8.9011	14.8157
18.456	13.1680	5.2056	14.1596
18.506	12.2135	1.9673	12.3709
18.556	7.6267	-0.6262	7.6524
18.606	7.1554	-2.1875	7.4824
18.656	8.8644	-2.8373	9.3074
18.706	9.3255	-3.0025	9.7969
18.756	7.6260	-1.9571	7.8731
18.806	10.6326	-1.5014	10.7380
18.856	13.5411	-1.9045	13.6743
18.906	10.7011	-0.1796	10.7026
18.956	9.9952	0.2218	9.9977
19.006	2.2767	2.8218	3.6258
19.056	-4.1787	3.6157	5.5258
19.106	-3.5224	3.4293	4.9161
19.156	0.9806	3.2107	3.3571
19.206	3.9559	3.0076	4.9693
19.256	4.2808	2.2214	4.8228
19.306	4.7556	-0.6796	4.8039
19.356	4.3233	-2.7654	5.1321
19.406	3.2326	-3.7090	4.9200
19.456	0.8725	-3.3036	3.4168
19.506	1.4851	-2.3815	2.8067
19.556	2.6920	-1.5997	3.1314
19.606	3.2859	-0.4820	3.3210
19.656	2.9003	0.6066	2.9631
19.706	3.3834	1.2104	3.5934
19.756	2.9937	1.8638	3.5265
19.806	3.1169	1.8482	3.6237
19.856	1.8581	0.5310	1.9325
19.906	1.0337	-1.8005	2.0762
19.956	0.4183	-3.1070	3.1350
20.006	0.2963	-3.9579	3.9690
20.056	-0.2345	-3.7000	3.7074
20.106	0.2883	-2.6028	2.6187
20.156	-0.3728	-1.0525	1.1166
20.206	-0.0636	0.2283	0.2370
20.256	0.4956	1.1114	1.2169
20.306	0.1562	2.0528	2.0587
20.356	0.2650	2.6254	2.6387
20.406	0.1958	3.0759	3.0822
20.456	0.1229	3.4199	3.4221
20.506	-0.3507	2.9887	3.0092
20.556	-1.3221	0.6358	1.4670
20.606	-2.2362	-1.1702	2.5239
20.656	-1.1914	-2.6791	2.9320
20.706	-4.2924	-2.1312	4.7923
20.806	-4.3444	-0.5766	4.3825
20.856	-8.1402	1.3081	8.2447
20.906	-9.4960	1.8930	9.6828
20.956	-8.5594	2.4664	8.9077
21.006	-9.8189	2.4391	10.1173
21.056	-10.3335	2.4704	10.6246
21.106	-10.3540	2.2522	10.5961
21.156	-11.0507	1.7956	11.1957
21.206	-11.3113	1.1886	11.3736
21.256	-12.1336	0.3711	12.1392
21.306	-12.4434	-0.5491	12.4555
21.356	-12.3385	-0.9844	12.3777
21.406	-12.8915	-2.3895	13.1111
21.456	-14.9071	-5.7594	15.9810
21.506	-15.6762	-9.6546	18.4107
21.556	-15.2202	-12.6729	19.8055
21.606	-14.5228	-12.5962	19.2243
21.656	-13.5933	-12.8821	18.7277
21.706	-12.4145	-11.7717	17.1083
21.756	-11.2980	-11.5303	16.1428
21.806	-10.2282	-11.3001	15.2417
21.856	-9.0034	-9.5990	13.1607
21.906	-8.1695	-9.7078	12.6878
21.956	-7.3436	-9.5101	12.0154
22.006	-6.6312	-9.2136	11.3518
22.056	-5.8680	-7.2950	9.3622
22.106	-5.3933	-7.2675	9.0501
22.156	-4.9629	-6.9657	8.5528
22.206	-4.5718	-5.6789	7.2905
22.256	-4.3054	-6.0613	7.4348
22.456	-3.7925	-4.5088	5.8917
22.656	-3.3183	-3.9222	5.1375
22.706	-3.1786	-0.8588	3.2926
22.756	-3.1327	-1.8523	3.6393
22.806	-3.0736	-2.2376	3.8018
22.856	-2.2883	-2.4470	3.3502
22.906	0.6178	-2.4548	2.5314
22.956	3.6415	-2.2376	4.2740
23.006	5.7069	-1.9432	6.0287
23.056	5.9620	-1.7061	6.2013
23.106	4.1443	-1.5748	4.4334
23.156	1.8130	-1.4653	2.3311
23.206	1.0330	-6.6037	6.6840
23.256	1.7522	-11.1114	11.2487
23.306	0.6759	-9.9983	10.0211
23.356	-1.6400	-4.3579	4.6563
23.406	-2.7532	1.0159	2.9346
23.456	-2.9578	2.9883	4.2046
23.506	-3.1034	3.2634	4.5034
23.556	-3.1812	1.8096	3.6599
23.606	-3.0933	0.2179	3.1010
23.656	-3.2042	1.3642	3.4825
23.706	-2.7778	-1.7710	3.2944
23.756	-2.8258	-1.4089	3.1575
23.806	-2.9309	-0.7102	3.0157
23.856	-3.0013	-0.0808	3.0024
23.906	-2.9341	-0.4348	2.9661
23.956	-3.0489	0.7790	3.1468
24.006	-3.0238	0.7485	3.1150
24.056	-2.9903	0.6148	3.0529
24.106	-2.9560	0.4805	2.9948
24.156	-2.9241	0.3815	2.9489
24.206	-2.8954	0.3200	2.9130
24.256	-2.8694	0.2836	2.8834
24.306	-2.8449	0.2575	2.8565
24.356	-2.8209	0.2326	2.8305
24.406	-2.7971	0.2068	2.8047
24.456	-2.7748	0.1934	2.7815
24.506	-2.7481	0.1314	2.7513
24.556	-2.7245	0.0962	2.7262
24.606	-2.7010	0.0613	2.7017
24.656	-2.6778	0.0267	2.6779
24.706	-2.6548	-0.0082	2.6549
24.756	-2.6321	-0.0441	2.6325
24.806	-2.6093	-0.0808	2.6105
24.856	-2.5879	-0.1076	2.5901
24.906	-2.5628	-0.1711	2.5685
24.956	-2.5345	-0.2696	2.5488
25.006	-2.5016	-0.4110	2.5352
25.056	-2.4643	-0.5879	2.5335
25.106	-2.4179	-0.8398	2.5596
25.156	-2.3639	-1.1346	2.6221
25.206	-2.3542	6.5624	6.9719
25.256	-2.2832	7.4034	7.7475
25.356	-2.3619	6.5382	6.9517
25.406	-2.0854	-2.2435	3.0631
25.456	-1.5240	-5.0399	5.2653
25.506	-1.6436	-5.1037	5.3618
25.556	-1.3625	-6.8349	6.9694
25.606	-1.4769	-6.6780	6.8394
25.656	-1.5945	-6.0204	6.2280
25.706	-1.6762	-5.1562	5.4218
25.756	-1.6914	-4.5197	4.8258
25.806	-1.6814	-4.1359	4.4646
25.856	-1.6537	-3.9886	4.3179
25.906	-1.6075	-3.9765	4.2892
25.956	-1.5535	-3.9725	4.2654
26.006	-1.4764	-4.0354	4.2970
26.056	-1.4092	-4.0561	4.2939
26.106	-1.3581	-4.0364	4.2587
26.156	-1.3259	-3.9719	4.1873
26.206	-1.3218	-3.8273	4.0491
26.256	-1.3061	-3.7291	3.9512
26.306	-1.2925	-3.6277	3.8511
26.356	-1.2743	-3.5466	3.7686
26.406	-1.2485	-3.4966	3.7128
26.456	-1.2259	-3.4396	3.6515
26.506	-1.1919	-3.4227	3.6243
26.556	-1.1938	-3.2996	3.5090
26.606	-1.2086	-3.1445	3.3688
26.656	-1.0942	-3.3759	3.5487
26.706	-0.8780	-3.8697	3.9680
26.756	-0.5396	-4.6275	4.6588
26.806	-0.1365	-5.4571	5.4589
26.906	0.4080	-6.4235	6.4364
27.056	1.5507	-8.0751	8.2227
27.206	3.3908	-10.0523	10.6087
27.356	5.2508	-11.1836	12.3549
27.406	5.4308	-10.5419	11.8585
27.456	6.0416	-10.7167	12.3024
27.506	6.4562	-10.6603	12.4629
27.556	6.8713	-10.5750	12.6113
27.606	7.4469	-10.5925	12.9482
27.656	7.8453	-10.4431	13.0617
27.706	8.3787	-10.3635	13.3269
27.756	8.7256	-10.1498	13.3849
27.806	8.9380	-9.8481	13.2993
27.856	9.3015	-9.6286	13.3876
27.906	8.4252	-8.7587	12.1531
27.956	7.8659	-8.0897	11.2834
28.006	7.6299	-6.9711	10.3350
28.056	9.0916	-4.5171	10.1519
28.106	9.4735	-1.4526	9.5842
28.156	9.0389	0.9975	9.0938
28.206	9.0354	2.4832	9.3704
28.256	8.6990	3.6885	9.4487
28.306	8.7245	4.3402	9.7444
28.356	8.4564	4.9346	9.7909
28.406	8.1237	5.3932	9.7509
28.456	7.7491	5.7495	9.6491
28.506	7.3523	6.0265	9.5066
28.556	6.9522	6.2380	9.3405
28.606	6.5506	6.4014	9.1591
28.656	6.2111	6.4979	8.9890
28.706	5.9119	6.5488	8.8226
28.756	5.6551	6.5587	8.6601
28.806	5.4374	6.5386	8.5040
28.856	5.2476	6.4948	8.3498
28.906	5.0758	6.4364	8.1970
28.956	4.8910	6.3825	8.0411
29.006	4.7518	6.3034	7.8938
29.056	4.6043	6.2273	7.7446
29.106	4.4136	6.1732	7.5887
29.156	4.2037	6.1287	7.4318
29.206	3.9927	6.0843	7.2773
29.256	3.7949	6.0347	7.1287
29.306	3.6998	5.9362	6.9948
29.356	3.4090	5.9348	6.8442
29.406	3.3408	5.8258	6.7157
29.456	3.1599	5.7738	6.5819
29.506	3.0843	5.6720	6.4563
29.556	2.9761	5.5895	6.3324
29.606	2.8952	5.4940	6.2102
29.656	2.8178	5.4008	6.0917
29.706	2.7246	5.2683	5.9311
29.756	2.6005	5.0569	5.6864
29.806	2.4780	4.8726	5.4664
29.856	2.0544	4.1154	4.5997
29.906	1.4151	2.6855	3.0355
30.006	0.4451	0.7706	0.8899
30.056	-0.3709	-0.8431	0.9211
30.106	-0.6791	-1.6260	1.7621
30.156	-1.0132	-2.1704	2.3953
30.206	-1.1584	-2.6136	2.8588
30.256	-1.3087	-2.9099	3.1907
30.306	-0.9012	-2.9741	3.1076
30.356	0.1563	-1.7429	1.7499
30.406	1.7446	0.3888	1.7874
30.456	2.7508	1.6019	3.1832
30.506	3.4127	1.9080	3.9098
30.556	3.5766	1.5738	3.9075
30.606	3.0716	1.2601	3.3200
30.656	3.5707	-0.2295	3.5780
30.706	-0.6143	-0.0242	0.6148
30.756	1.0793	-1.7817	2.0830
30.806	2.0664	-2.7947	3.4757
30.856	2.6590	-3.5625	4.4454
30.906	3.2316	-3.9941	5.1377
30.956	3.6846	-4.0196	5.4528
31.006	4.5400	-2.0926	4.9990
31.056	5.2365	0.2886	5.2445
31.106	5.5540	1.9728	5.8939
31.156	5.8384	2.0360	6.1832
31.206	5.7556	1.4168	5.9274
31.256	5.0461	0.1789	5.0493
31.306	5.2784	-0.6976	5.3243
31.356	4.9661	-1.7442	5.2635
31.406	5.4568	-2.1395	5.8613
31.456	5.4052	-2.7102	6.0466
31.506	6.0198	-2.7411	6.6145
31.606	5.8761	-0.9233	5.9482
31.806	5.6273	4.1875	7.0143
32.006	4.9597	4.9231	6.9883
32.156	4.9252	0.9928	5.0243
32.206	4.1997	-0.7359	4.2637
32.256	5.5291	-0.5283	5.5542
32.306	5.7752	-0.4464	5.7924
32.356	6.0487	-0.5389	6.0726
32.406	6.1037	-0.4113	6.1175
32.456	6.5727	-0.1731	6.5750
32.506	9.4693	2.9405	9.9153
32.556	11.7590	6.6282	13.4984
32.606	12.2140	9.8093	15.6654
32.656	10.4133	5.9389	11.9878
32.706	5.1286	-1.5124	5.3469
32.756	-1.7314	-6.8437	7.0593
32.806	-5.2932	-8.0723	9.6530
32.856	-8.5271	-8.8447	12.2858
32.906	-5.9791	-8.1775	10.1302
32.956	-5.9357	-7.9566	9.9267
33.006	2.0587	-3.4216	3.9932
33.056	7.2258	1.6822	7.4191
33.106	8.9728	4.9380	10.2418
33.156	10.3364	8.6229	13.4609
33.206	10.7572	11.9818	16.1022
33.256	10.6368	10.6517	15.0533
33.306	9.0090	6.1978	10.9350
33.356	6.1513	1.2780	6.2826
33.406	3.7734	-1.4684	4.0491
33.456	3.5379	-1.3308	3.7799
33.506	4.3567	0.0651	4.3572
33.556	5.5405	2.3243	6.0083
33.606	5.8786	3.4377	6.8100
33.656	6.1268	4.5235	7.6158
33.706	6.1679	5.1783	8.0534
33.756	5.9844	5.1544	7.8982
33.806	5.8923	5.4321	8.0141
33.856	4.4770	1.7048	4.7906
33.906	5.2168	4.2344	6.7190
33.956	5.4635	5.8152	7.9791
34.006	5.4906	7.0170	8.9098
34.056	5.3874	7.9485	9.6022
34.106	4.5454	8.9780	10.0631
34.156	1.6551	10.5998	10.7282
34.206	-1.0647	11.5143	11.5634
34.256	-2.8722	8.4301	8.9060
34.306	-4.2118	12.4826	13.1740
34.356	-5.0142	10.0569	11.2376
34.406	-5.7269	10.3873	11.8614
34.456	-6.6109	11.5354	13.2955
34.506	-7.0345	10.6442	12.7587
34.556	-7.7940	11.1921	13.6385
34.606	-7.9706	9.9973	12.7858
34.656	-9.7019	12.0847	15.4973
34.756	-13.3471	13.4607	18.9561
34.806	-15.8254	12.8165	20.3644
34.856	-16.7872	12.1139	20.7016
34.906	-17.0516	10.6805	20.1204
34.956	-15.0575	11.3217	18.8390
35.006	-7.8104	9.0515	11.9554
35.056	-2.4965	6.4957	6.9590
35.106	0.8647	3.8617	3.9573
35.156	2.5423	2.4787	3.5506
35.206	3.3074	1.5994	3.6738
35.256	3.4167	1.5613	3.7565
35.306	3.2409	1.8161	3.7151
35.356	3.0619	2.1583	3.7461
35.406	2.8784	2.4477	3.7784
35.456	2.7813	2.6388	3.8339
35.506	3.0282	2.4668	3.9057
35.556	2.4649	1.9631	3.1511
35.606	0.5406	0.0026	0.5406
35.656	-0.7678	-1.5782	1.7550
35.706	-1.6164	-2.4707	2.9525
35.756	-2.0710	-3.1859	3.7999
35.806	-2.0292	-3.0921	3.6985
35.856	-1.0827	-2.3161	2.5567
35.906	-0.2394	-1.3715	1.3923
35.956	0.7550	-0.5039	0.9077
36.006	1.5555	0.1462	1.5624
36.056	2.1689	0.6181	2.2552
36.106	2.6382	0.9636	2.8087
36.156	2.9961	1.1793	3.2199
36.206	3.2774	1.3182	3.5325
36.406	3.6672	1.4481	3.9427
36.606	4.5455	0.4205	4.5649
36.806	4.2558	0.2793	4.2649
36.856	3.0368	1.6416	3.4521
36.906	3.4401	1.0778	3.6050
36.956	3.8173	0.4074	3.8390
37.006	3.7108	0.5171	3.7467
37.056	6.0624	-4.0087	7.2679
37.106	6.8948	-6.4313	9.4287
37.156	6.9573	-7.2032	10.0145
37.206	6.8709	-7.5392	10.2004
37.256	6.7703	-8.0709	10.5345
37.306	6.8308	-12.3699	14.1306
37.356	6.3307	-14.2640	15.6058
37.406	5.8269	-14.4672	15.5965
37.456	4.2282	-17.8245	18.3191
37.506	3.0714	-18.7715	19.0211
37.556	2.0290	-19.0898	19.1974
37.606	2.7044	-15.5087	15.7428
37.656	1.7381	-15.8722	15.9671
37.706	2.3177	-7.4653	7.8168
37.756	-0.5034	0.9746	1.0969
37.806	-4.4828	5.5621	7.1437
37.856	-7.9788	10.0361	12.8213
37.906	-9.8837	12.6312	16.0386
37.956	-7.6462	8.7806	11.6431
38.006	-3.6252	-0.5928	3.6733
38.056	-1.9579	-6.5097	6.7978
38.106	-1.6484	-9.7228	9.8615
38.156	-2.3680	-13.1980	13.4088
38.206	-3.8881	-15.8460	16.3161
38.256	-2.2469	-14.8692	15.0380
38.306	0.9649	-9.6476	9.6958
38.356	2.4409	-2.8060	3.7191
38.406	-0.0335	0.6080	0.6089
38.456	-3.2380	0.0685	3.2387
38.506	-5.9422	-2.1838	6.3307
38.556	-7.1868	-3.3984	7.9498
38.606	-7.4601	-2.0545	7.7378
38.656	-8.6813	-4.0099	9.5626
38.706	-8.7148	-3.3642	9.3416
38.756	-8.4905	-2.6200	8.8856
38.806	-7.5668	-0.8923	7.6192
38.856	-6.7316	1.5804	6.9147
38.906	-6.7087	0.6523	6.7403
38.956	-6.6126	0.6725	6.6467
39.006	-6.7191	0.4221	6.7323
39.056	-6.6210	0.4551	6.6366
39.106	-6.5027	0.6339	6.5335
39.156	-6.2538	0.8521	6.3115
39.206	-6.1169	1.0085	6.1995
39.256	-103.6570	53.1122	116.4718
39.306	-8.9309	5.1899	10.3293
39.356	-12.9813	5.3474	14.0395
39.456	2.1521	-1.7483	2.7727
39.506	2.0388	-2.7352	3.4115
39.556	2.4003	-3.8509	4.5377
39.606	1.5179	-4.2302	4.4943
39.656	-0.3172	-4.5417	4.5528
39.706	0.6044	-4.2806	4.3231
39.756	0.8262	-3.3978	3.4968
39.806	0.8077	-3.9227	4.0050
39.856	0.7848	-4.6465	4.7123
39.906	0.0859	-3.9721	3.9730
39.956	0.2857	-4.5338	4.5428
40.006	2.3807	-4.3672	4.9740
40.056	3.2792	-4.5685	5.6236
40.106	3.7195	-4.2113	5.6187
40.156	3.7136	-4.2643	5.6546
40.206	3.8074	-4.0551	5.5624
40.256	3.7280	-4.0611	5.5128
40.306	5.9438	-2.7864	6.5645
40.356	4.6565	-2.9640	5.5198
40.406	3.8490	-3.1714	4.9873
40.456	3.6294	-3.1366	4.7970
40.506	3.5657	-3.0451	4.6890
40.556	3.3940	-2.5247	4.2300
40.606	0.9474	0.1502	0.9592
40.656	1.1943	0.1752	1.2070
40.706	2.2547	-1.2708	2.5882
40.756	2.0469	-1.1837	2.3646
40.806	3.0018	-2.3164	3.7917
40.856	2.5932	-2.0708	3.3186
40.906	4.1482	-3.7585	5.5976
40.956	2.4876	-2.0639	3.2323
41.056	3.6526	-3.2296	4.8756
