Time(s)	Ax(m/s^2)	Ay(m/s^2)	A_mag(m/s^2)
41.356	3.1784	-2.4204	3.9951
41.556	3.2287	-2.6239	4.1605
41.606	2.4709	-3.7122	4.4593
41.656	2.4969	-2.7526	3.7163
41.706	3.1234	-3.0344	4.3547
41.756	2.7512	-2.4872	3.7088
41.806	3.1920	-2.8856	4.3030
41.856	2.7538	-2.4548	3.6891
41.906	3.0907	-2.8915	4.2324
41.956	2.6294	-2.5437	3.6585
42.006	2.9239	-2.9655	4.1645
42.056	2.5089	-2.6633	3.6589
42.106	2.7728	-3.0642	4.1325
42.156	2.4261	-2.8252	3.7239
42.206	2.5814	-3.1185	4.0483
42.256	2.1959	-2.8567	3.6032
42.306	2.3010	-3.0922	3.8543
42.356	2.0046	-2.8838	3.5120
42.406	2.0627	-3.0889	3.7143
42.456	1.8412	-2.9476	3.4754
42.506	1.8913	-3.0364	3.5773
42.556	1.7702	-2.9294	3.4227
42.606	1.8182	-2.9097	3.4311
42.656	1.7930	-2.8176	3.3397
42.706	1.8066	-2.7802	3.3156
42.756	1.7962	-2.7278	3.2661
42.806	1.7962	-2.6917	3.2360
42.856	1.7722	-2.6713	3.2057
42.906	1.7800	-2.6292	3.1750
42.956	1.7791	-2.5963	3.1474
43.006	1.7797	-2.5636	3.1208
43.056	1.7773	-2.5340	3.0952
43.106	1.7760	-2.5044	3.0702
43.156	1.7546	-2.4926	3.0483
43.206	1.7782	-2.4430	3.0216
43.256	1.6090	-2.5560	3.0202
43.306	1.2127	-2.8517	3.0988
43.356	0.7000	-3.2264	3.3015
43.406	0.1291	-3.6258	3.6281
43.456	-0.4643	-4.0178	4.0446
43.506	-1.0640	-4.3872	4.5143
43.556	-1.6636	-4.7265	5.0107
43.606	-4.4159	-6.1800	7.5955
43.656	-4.4716	-6.1151	7.5756
43.706	-4.5598	-6.0486	7.5748
43.756	-4.7079	-5.9853	7.6150
43.806	-5.2945	-6.0811	8.0630
43.856	-5.8056	-6.1035	8.4236
43.906	-6.3707	-6.1045	8.8233
43.956	-6.6557	-5.9814	8.9485
44.006	-7.3985	-5.9637	9.5028
44.056	-8.0558	-5.8702	9.9677
44.106	-8.7197	-5.7328	10.4354
44.156	-9.3176	-5.5375	10.8389
44.206	-9.9136	-5.3034	11.2430
44.256	-10.4475	-5.0182	11.5902
44.306	-10.9430	-4.6933	11.9070
44.356	-11.3918	-4.3286	12.1865
44.406	-11.8303	-3.9297	12.4659
44.456	-12.2129	-3.4941	12.7029
44.506	-12.5661	-3.0328	12.9269
44.556	-12.9030	-2.5398	13.1506
44.606	-13.1691	-2.0253	13.3239
44.656	-3.2708	-1.8447	3.7552
44.706	-0.3649	1.0394	1.1016
44.756	-3.8119	3.9318	5.4763
44.806	3.0342	6.4512	7.1291
44.856	8.5049	8.0308	11.6973
44.906	2.3708	5.2457	5.7566
44.956	-5.8195	3.0475	6.5691
45.006	-9.8150	3.4966	10.4193
45.056	-12.7451	6.4962	14.3052
45.106	-14.5249	9.3196	17.2577
45.156	-14.2173	10.0097	17.3875
45.206	-12.5085	9.1046	15.4712
45.256	-7.9629	5.8774	9.8970
45.306	-5.4019	3.5423	6.4597
45.356	-6.2063	3.0789	6.9280
45.406	-6.9928	5.2708	8.7567
45.456	-7.0011	7.9200	10.5708
45.506	-6.6967	9.9236	11.9718
45.556	-5.8395	10.6494	12.1453
45.606	-4.8150	10.8350	11.8567
45.656	-3.5686	10.5870	11.1722
45.706	-2.4456	10.2168	10.5054
45.756	-1.3766	9.7352	9.8321
45.806	-0.5065	9.2765	9.2903
45.856	1.1481	8.1961	8.2761
45.906	0.8380	8.3592	8.4011
45.956	1.0725	8.2340	8.3036
46.006	1.1924	7.5590	7.6525
46.056	1.6691	7.1444	7.3368
46.106	1.8333	6.7451	6.9899
46.156	2.4636	6.4556	6.9097
46.206	2.0582	5.6173	5.9825
46.256	3.0223	6.1441	6.8472
46.306	2.3026	5.2201	5.7054
46.356	3.2736	5.7881	6.6497
46.406	2.4542	4.7952	5.3868
46.456	3.4276	5.4289	6.4204
46.506	2.5183	4.4084	5.0769
46.556	3.5329	5.1819	6.2716
46.606	15.2029	18.8655	24.2288
46.656	16.7939	20.5973	26.5760
46.706	16.8929	20.8349	26.8228
46.756	-3.4156	-3.2148	4.6906
46.806	-3.5405	-3.9028	5.2694
46.856	-3.6499	-4.0547	5.4554
46.906	-3.5185	-3.9321	5.2764
46.956	-3.5431	-3.9436	5.3014
47.006	-3.3119	-3.6752	4.9474
47.056	-3.2051	-3.5487	4.7818
47.106	-3.1160	-3.4551	4.6526
47.156	-3.0549	-3.3937	4.5661
47.206	-3.0150	-3.3437	4.5023
47.256	-2.9770	-3.3023	4.4461
47.306	-2.4354	-2.7127	3.6455
47.356	-0.3015	-0.1617	0.3421
47.406	-0.5698	-0.6116	0.8359
47.456	-1.7671	-1.8473	2.5564
47.506	-1.5730	-1.7259	2.3352
47.556	-2.5562	-2.7410	3.7480
47.606	-2.1847	-2.4044	3.2487
47.656	-2.9954	-3.2397	4.4123
47.706	-3.9897	-4.3992	5.9389
47.756	-4.6232	-5.0943	6.8794
47.806	-2.1318	-2.3227	3.1527
47.856	-2.4256	-2.5826	3.5431
47.906	-2.5011	-2.7137	3.6904
47.956	-2.6202	-2.8205	3.8497
48.006	-2.1786	-2.3301	3.1899
48.056	-0.6086	-0.5528	0.8221
48.106	0.8533	1.0746	1.3722
48.156	1.8261	2.1797	2.8435
48.206	2.3513	2.7736	3.6362
48.256	2.5808	3.0028	3.9595
48.306	2.6482	3.0492	4.0386
48.356	1.8254	2.1428	2.8149
48.406	0.7726	0.9389	1.2159
48.456	-0.0495	0.0326	0.0593
48.506	-0.7547	-0.7781	1.0840
48.556	-1.3557	-1.4363	1.9751
48.606	-1.8104	-1.9721	2.6771
48.656	-2.1664	-2.3540	3.1992
48.706	-2.5554	-2.8033	3.7932
48.756	-2.1329	-2.3230	3.1536
48.806	-0.5962	-0.6293	0.8668
48.856	0.8224	0.9644	1.2675
48.906	1.7886	2.0204	2.6984
48.956	2.2977	2.6037	3.4726
49.006	2.6600	3.0025	4.0113
49.056	2.6545	2.9875	3.9965
49.106	1.6762	1.8981	2.5323
49.156	0.6689	0.7674	1.0180
49.206	-0.1095	-0.0974	0.1466
49.256	-0.8099	-0.8802	1.1961
49.306	-1.4004	-1.5482	2.0876
49.356	-1.8800	-2.0605	2.7893
49.406	-2.2265	-2.4620	3.3194
49.456	-1.9882	-2.1803	2.9507
49.506	-0.5617	-0.6157	0.8334
49.556	0.6596	0.7489	0.9980
49.606	1.6308	1.8176	2.4419
49.656	2.1562	2.4167	3.2388
49.706	2.5263	2.8196	3.7858
49.756	2.7832	3.0935	4.1612
49.806	2.7117	3.0056	4.0481
49.856	1.8357	2.0579	2.7577
49.906	0.7947	0.8795	1.1854
49.956	-0.0172	-0.0010	0.0172
50.006	-0.8495	-0.9421	1.2686
50.056	-1.4361	-1.5769	2.1328
50.106	-1.8959	-2.1050	2.8329
50.156	-2.2727	-2.5062	3.3832
50.206	-2.5370	-2.8176	3.7915
50.256	-2.7402	-3.0255	4.0819
50.306	-2.3412	-2.6008	3.4993
50.356	-0.8127	-0.8888	1.2043
50.406	0.6196	0.6821	0.9215
50.456	1.4746	1.6482	2.2116
50.506	2.0444	2.2603	3.0477
50.556	2.4176	2.6909	3.6174
50.606	2.4474	2.7054	3.6481
50.656	1.6282	1.8167	2.4396
50.706	0.5976	0.6563	0.8876
50.756	-0.2123	-0.2260	0.3101
50.806	-0.9192	-1.0233	1.3755
50.856	-1.5247	-1.6814	2.2697
50.906	-1.9393	-2.1443	2.8912
50.956	-2.3097	-2.5594	3.4475
51.006	-2.0706	-2.3007	3.0952
51.056	-0.6589	-0.7365	0.9882
51.156	-4.1938	5.2272	6.7016
51.206	-6.0277	8.8470	10.7053
51.256	-6.4876	10.5280	12.3664
51.306	-6.1535	12.9717	14.3572
51.356	-5.8816	8.3361	10.2021
51.406	-5.2591	1.7257	5.5350
51.456	-4.0181	-2.5974	4.7845
51.506	-2.9675	-4.7648	5.6133
51.556	-3.7761	-2.0044	4.2751
51.606	-1.4674	-6.6769	6.8363
51.656	0.8702	-9.2524	9.2932
51.706	0.9000	-8.4933	8.5408
51.756	-0.4155	-6.6591	6.6721
51.806	-1.3214	-5.4178	5.5766
51.856	-1.9684	-4.8067	5.1942
51.906	-2.2516	-4.3398	4.8891
51.956	-2.3776	-4.1792	4.8082
52.006	-2.3499	-4.0719	4.7013
52.056	-2.3019	-4.1087	4.7096
52.106	-2.1471	-3.9815	4.5235
52.156	-2.0364	-4.1082	4.5852
52.206	-2.0193	-4.1864	4.6479
52.256	-1.9930	-4.2253	4.6717
52.306	-1.9211	-4.2020	4.6203
52.356	-1.8402	-4.1484	4.5383
52.406	-1.7385	-4.0320	4.3908
52.456	-1.6859	-3.9729	4.3158
52.506	-1.6619	-3.9043	4.2433
52.756	-1.3403	-3.8661	4.0918
52.856	-2.2569	-2.6377	3.4715
53.006	-1.6220	-3.0527	3.4568
53.206	-1.1965	-3.2505	3.4637
53.256	-1.7735	-2.6054	3.1518
53.306	-1.7120	-2.6187	3.1287
53.356	-1.6964	-2.5997	3.1042
53.406	-1.6736	-2.5868	3.0810
53.456	-1.6484	-2.5749	3.0574
53.506	-1.6312	-2.5568	3.0328
53.556	-1.6249	-2.5299	3.0068
53.606	-1.6281	-2.4957	2.9797
53.656	-1.6370	-2.4569	2.9523
53.706	-1.6496	-2.4156	2.9251
53.756	-1.6622	-2.3749	2.8988
53.806	-1.6733	-2.3359	2.8734
53.856	-1.6818	-2.2997	2.8491
53.906	-1.6880	-2.2660	2.8256
53.956	-1.6915	-2.2350	2.8029
54.006	-1.6934	-2.2058	2.7809
54.056	-1.6943	-2.1778	2.7592
54.106	-1.6939	-2.1511	2.7379
54.156	-1.6933	-2.1249	2.7171
54.206	-1.6916	-2.0999	2.6965
54.256	-1.6897	-2.0754	2.6763
54.306	-1.6872	-2.0517	2.6563
54.356	-1.6840	-2.0287	2.6365
54.406	-1.6801	-2.0066	2.6171
54.456	-1.6757	-1.9852	2.5979
54.506	-1.2085	-1.4552	1.8915
54.556	-1.8568	3.1909	3.6918
54.606	-1.7984	7.8406	8.0442
54.656	1.3633	7.4382	7.5621
54.706	3.8890	6.3345	7.4331
54.756	5.5919	5.6082	7.9197
54.806	6.5028	5.3627	8.4288
54.856	6.8779	5.3625	8.7213
54.906	6.6325	5.0932	8.3625
54.956	6.0821	4.6430	7.6518
55.006	5.9249	4.6214	7.5141
55.056	5.7808	4.5822	7.3766
55.106	5.6472	4.5372	7.2441
55.156	5.5095	4.4967	7.1115
55.206	5.3594	4.4668	6.9768
55.256	5.1974	4.4473	6.8404
55.306	5.0280	4.4343	6.7040
55.356	4.7987	4.4762	6.5623
55.406	3.6484	5.3790	6.4996
55.456	3.0057	5.8593	6.5852
55.506	2.5521	6.1804	6.6866
55.556	2.2288	6.4032	6.7801
55.606	2.0017	6.4816	6.7836
55.656	1.8884	6.2564	6.5351
55.706	1.8861	6.0622	6.3488
55.756	1.2914	5.4411	5.5922
55.806	0.2992	4.4604	4.4705
55.856	-0.8356	3.3947	3.4960
55.906	-1.7430	2.5787	3.1125
55.956	-2.6589	1.8116	3.2174
56.006	-3.2086	1.4241	3.5104
56.056	-3.6838	0.8759	3.7865
56.106	-3.9141	0.6302	3.9645
56.156	-4.1832	0.3424	4.1972
56.206	-4.2177	0.1722	4.2212
56.256	-3.6699	0.3324	3.6849
56.306	-1.2634	1.5350	1.9881
56.356	0.4578	2.3589	2.4029
56.406	1.6947	2.8500	3.3158
56.456	2.0782	2.7847	3.4747
56.506	2.0763	2.4630	3.2214
56.556	1.5632	1.8312	2.4076
56.606	0.7174	0.9764	1.2116
56.656	-0.3076	0.0617	0.3137
56.706	-0.9854	-0.7195	1.2201
56.756	-1.4989	-1.3895	2.0439
56.806	-1.7705	-2.0296	2.6933
56.856	-3.4291	-0.0430	3.4294
56.906	-2.4483	-1.5963	2.9228
56.956	-0.4492	-1.0836	1.1731
57.006	1.9695	-0.2953	1.9915
57.056	2.9617	0.7076	3.0450
57.106	4.0025	-0.5280	4.0371
57.156	5.6523	-3.8333	6.8295
57.206	7.8451	-6.9183	10.4599
57.256	9.7482	-8.6980	13.0645
57.306	11.8631	-9.7001	15.3240
57.356	14.0992	-9.6784	17.1014
57.406	9.6023	-9.2566	13.3375
57.456	3.6494	-6.7578	7.6803
57.506	7.3835	-7.7852	10.7297
57.556	8.9907	-7.5755	11.7568
57.606	1.2064	-5.3316	5.4664
57.656	5.1968	-5.1760	7.3347
57.706	11.8991	-3.2689	12.3399
57.756	13.1612	0.1786	13.1624
57.806	5.2657	2.2725	5.7352
57.856	7.7641	2.9638	8.3106
57.906	12.6773	1.9842	12.8316
57.956	14.9782	2.2268	15.1428
58.006	15.8669	2.2785	16.0297
58.056	8.7195	-0.7325	8.7502
58.106	-1.2212	-3.1601	3.3878
58.156	-7.5229	-2.1831	7.8332
58.206	-10.0246	-1.2730	10.1051
58.256	-12.5415	0.4266	12.5488
58.306	-13.0099	0.7322	13.0305
58.356	-7.6425	-2.2101	7.9557
58.406	-1.3797	-3.6115	3.8661
58.456	1.9819	-4.4131	4.8377
58.506	1.8479	-4.0114	4.4165
58.556	-0.1926	-2.9051	2.9115
58.606	-1.6492	0.1117	1.6530
58.656	-1.8577	2.7009	3.2781
58.706	-1.5478	4.5103	4.7685
58.756	-0.7766	5.2270	5.2843
58.806	-0.4385	5.8362	5.8527
58.856	1.1885	5.0489	5.1869
58.906	0.5547	3.4821	3.5260
58.956	-0.1443	1.5971	1.6036
59.006	0.7477	-0.0079	0.7477
59.056	0.5404	-1.0946	1.2207
59.106	0.1209	-1.8595	1.8635
59.156	-0.2028	-2.4390	2.4474
59.206	-0.0051	-2.2638	2.2638
59.256	-5.1259	1.7018	5.4010
59.306	-7.7425	6.0752	9.8415
59.356	-8.7652	9.9376	13.2508
59.406	-8.6957	12.8522	15.5175
59.456	-8.1415	15.5087	17.5158
59.506	-6.1489	17.0947	18.1670
59.556	-4.2118	18.5502	19.0224
59.606	-2.0654	17.7626	17.8823
59.656	2.1646	20.3641	20.4789
59.706	-3.5598	14.1116	14.5537
59.756	-7.6998	7.9789	11.0883
59.806	-5.1032	-2.8903	5.8648
59.856	0.6229	-5.9814	6.0137
59.906	3.0227	-8.6132	9.1282
59.956	3.6898	-8.8752	9.6117
60.006	4.3528	-8.3730	9.4369
60.056	4.8239	-8.5412	9.8093
60.106	6.2895	-8.8202	10.8330
60.156	7.9576	-9.3767	12.2982
60.206	10.5364	-7.7697	13.0914
60.256	11.8567	-6.9705	13.7539
60.306	10.4347	-6.2501	12.1634
60.356	5.0525	-5.9225	7.7848
60.406	0.7265	-5.6728	5.7192
60.456	-1.4986	-4.8218	5.0493
60.506	-1.4892	-4.7026	4.9328
60.556	1.5608	-4.6572	4.9118
60.606	6.7419	-5.0956	8.4510
60.706	12.4118	-3.4151	12.8731
60.756	14.3650	-1.7112	14.4666
60.806	10.9354	-2.5190	11.2218
60.856	7.3713	-3.1907	8.0323
60.906	9.1505	-2.3001	9.4352
60.956	3.6295	-3.9741	5.3820
61.006	1.3194	-4.5024	4.6917
61.056	3.9944	-3.1122	5.0637
61.106	2.0837	-3.7964	4.3306
61.156	3.0632	-3.2526	4.4680
61.206	4.2468	-2.9358	5.1628
61.256	4.9095	-2.5472	5.5309
61.306	5.6429	-2.2766	6.0848
61.356	5.9300	-1.9830	6.2528
61.406	6.5057	-1.6740	6.7176
61.456	6.5658	-1.3632	6.7059
61.506	7.0737	-1.0392	7.1497
61.556	7.1209	-0.6719	7.1526
61.606	7.4366	-0.3420	7.4445
61.656	7.4333	0.0667	7.4336
61.706	7.7418	0.4510	7.7550
61.756	7.6937	0.8771	7.7435
61.806	7.9889	1.3097	8.0956
61.856	7.9765	1.7650	8.1695
61.906	8.1400	2.1940	8.4305
61.956	8.0860	2.5953	8.4923
62.006	8.1337	3.0008	8.6696
62.056	8.2282	3.6016	8.9819
62.106	8.1836	3.9931	9.1059
62.156	8.1169	4.4086	9.2369
62.206	8.1721	5.0676	9.6158
62.406	7.7635	5.9549	9.7843
62.706	6.6341	7.4979	10.0115
62.806	4.2663	3.8976	5.7787
62.856	-0.3593	-6.6540	6.6637
62.906	-1.6048	-8.5411	8.6905
62.956	-0.0064	-6.8992	6.8992
63.006	1.6584	-4.1688	4.4865
63.056	2.8710	-1.2058	3.1140
63.106	3.4550	0.8449	3.5568
63.156	3.6738	1.6973	4.0469
63.206	3.6505	1.5218	3.9550
63.256	3.3145	2.8352	4.3616
63.306	0.3252	2.7543	2.7734
63.356	-2.7341	3.2372	4.2373
63.406	-4.8898	3.5069	6.0174
63.456	-6.0081	3.5767	6.9921
63.506	-6.6760	3.6177	7.5932
63.556	-7.0739	3.6447	7.9576
63.606	-7.2987	3.6410	8.1565
63.656	-7.4153	3.5931	8.2400
63.706	-7.5079	3.3667	8.2282
63.756	-7.4490	3.4243	8.1984
63.806	-7.4417	3.2119	8.1052
63.856	-9.2767	-3.2642	9.8343
63.906	-10.0343	-7.8761	12.7562
63.956	-10.6618	-10.8884	15.2391
64.006	-12.0699	-12.4128	17.3136
64.056	-9.2298	-11.7729	14.9596
64.106	-1.4657	-6.1491	6.3213
64.156	4.3289	1.4304	4.5591
64.206	5.6473	5.1420	7.6376
64.256	6.3429	8.0046	10.2130
64.306	6.3967	6.7906	9.3290
64.356	6.4700	6.8132	9.3957
64.406	3.8255	-0.7741	3.9030
64.456	1.7594	-4.2284	4.5799
64.506	2.0294	-3.5434	4.0834
64.556	2.9984	-1.7682	3.4809
64.606	2.9266	-1.8364	3.4550
64.656	4.4656	1.6378	4.7565
64.706	4.4682	1.8558	4.8383
64.756	4.2923	1.5635	4.5682
64.806	4.0912	1.1531	4.2506
64.856	3.9124	0.8154	3.9965
64.906	3.7886	0.6180	3.8387
64.956	3.7111	0.5408	3.7503
65.006	3.6821	0.5835	3.7280
65.056	3.6348	0.5720	3.6795
65.106	3.5950	0.5758	3.6409
65.156	3.5543	0.5716	3.6000
65.206	3.5135	0.5621	3.5582
65.256	3.4719	0.5460	3.5146
65.306	3.4292	0.5225	3.4687
65.356	3.3856	0.4927	3.4213
65.406	3.3413	0.4568	3.3724
65.456	3.2959	0.4140	3.3218
65.506	3.2497	0.3650	3.2701
65.556	3.2019	0.3077	3.2166
65.606	3.1525	0.2416	3.1617
65.656	3.1368	0.2817	3.1495
65.706	3.0141	-0.0280	3.0142
65.756	2.8645	-0.4176	2.8948
65.806	2.7719	-0.6300	2.8426
65.856	2.7040	-0.7690	2.8112
65.906	2.6497	-0.8683	2.7883
65.956	2.6032	-0.9446	2.7693
66.006	2.5592	-1.0133	2.7525
66.056	2.5207	-1.0655	2.7367
66.106	2.4868	-1.1040	2.7208
66.156	2.4489	-1.1541	2.7072
66.206	2.4334	-1.1389	2.6867
66.256	2.4113	-1.1429	2.6684
66.306	2.3935	-1.1348	2.6489
66.356	2.3574	-1.1800	2.6363
66.406	2.3203	-1.2289	2.6257
66.456	2.2870	-1.2664	2.6142
66.506	2.2526	-1.3071	2.6044
66.556	2.2144	-1.3584	2.5979
66.606	2.1730	-1.4179	2.5947
66.656	2.4190	-0.6508	2.5050
66.706	2.3602	-0.7707	2.4828
66.756	2.3814	-0.6522	2.4691
66.806	2.4218	-0.4754	2.4681
66.856	2.4744	-0.2585	2.4879
66.906	2.5360	-0.0089	2.5361
66.956	2.6056	0.2738	2.6200
67.006	2.6838	0.5964	2.7492
67.056	2.7706	0.9658	2.9341
67.106	2.8671	1.3952	3.1886
67.156	2.9740	1.9016	3.5299
67.206	3.1377	7.2604	7.9094
67.256	0.3999	12.9085	12.9147
67.306	-3.0909	16.8676	17.1484
67.356	-4.7160	16.8536	17.5010
67.406	-4.7361	13.5885	14.3902
67.456	-3.7814	7.3833	8.2953
67.506	-3.1302	1.6953	3.5598
67.556	-2.4753	-1.7641	3.0396
67.606	-1.9317	-4.6580	5.0427
67.656	-1.1049	-6.4233	6.5177
67.706	-0.3536	-7.1091	7.1178
67.756	0.2488	-6.7734	6.7780
67.806	0.6868	-5.9407	5.9803
67.856	0.9620	-5.1508	5.2399
67.956	0.8179	-5.7048	5.7632
68.006	1.6253	-2.9375	3.3572
68.056	1.5659	-3.2966	3.6496
68.106	1.5414	-3.3805	3.7154
68.156	1.8353	-2.3822	3.0072
68.206	0.7497	-3.4217	3.5029
68.256	-1.8932	-2.4244	3.0760
68.306	-4.2450	-1.3072	4.4417
68.356	-5.6158	-0.4099	5.6307
68.406	-6.4496	0.3293	6.4580
68.456	-6.9498	0.9124	7.0094
68.506	-7.2407	1.3447	7.3645
68.556	-7.3976	1.6428	7.5778
68.606	-7.4996	1.7308	7.6967
68.656	-7.4621	1.9814	7.7206
68.706	-7.4340	2.0214	7.7039
68.756	-7.3786	2.0215	7.6505
68.806	-7.2999	2.0087	7.5712
68.856	-7.2028	1.9947	7.4739
68.906	-7.0702	2.0484	7.3609
68.956	-6.9800	1.9527	7.2480
69.006	-6.8533	1.9501	7.1254
69.056	-6.7240	1.9474	7.0003
69.106	-6.5953	1.9389	6.8744
69.156	-6.4682	1.9250	6.7485
69.206	-6.3489	1.8905	6.6244
69.256	-6.2200	1.8867	6.4999
69.306	-6.1016	1.8568	6.3779
69.356	-5.9836	1.8289	6.2569
69.406	-5.8686	1.8011	6.1388
69.456	-5.7514	1.7738	6.0187
69.506	-5.6458	1.7581	5.9133
69.556	-5.4348	1.6918	5.6920
69.756	-4.7475	1.4971	4.9780
69.906	-3.6720	1.1339	3.8431
70.106	0.2099	-0.1882	0.2820
70.156	2.2529	-0.9413	2.4417
70.206	2.6834	-1.1577	2.9225
70.256	3.0350	-1.2152	3.2693
70.306	3.2346	-1.3593	3.5086
70.356	3.4106	-1.3643	3.6733
70.406	3.5029	-1.4080	3.7753
70.456	3.5559	-1.4680	3.8470
70.506	3.5704	-1.5319	3.8852
70.556	3.6120	-1.4965	3.9097
70.606	2.8735	-1.2809	3.1460
70.656	0.3543	-0.2998	0.4641
70.706	-1.5854	0.3523	1.6241
70.756	-2.7031	0.8315	2.8281
70.806	-3.3012	0.9842	3.4448
70.856	-3.1200	0.9907	3.2735
70.906	-2.2808	0.6043	2.3595
70.956	-1.0840	0.2527	1.1130
71.006	0.1125	-0.2525	0.2765
71.056	1.0991	-0.5375	1.2234
71.106	1.8116	-0.8234	1.9900
71.156	2.3606	-1.0195	2.5714
71.206	2.7306	-1.2121	2.9875
71.256	2.7127	-1.1352	2.9406
71.306	1.2485	-0.6257	1.3965
71.356	-1.0771	0.3311	1.1269
71.406	-2.5266	0.7215	2.6276
71.456	-2.8880	0.6485	2.9599
71.506	-2.5641	0.1073	2.5663
71.556	-1.8307	0.0132	1.8308
71.606	-1.0769	-1.3623	1.7365
71.656	-0.0474	-1.9703	1.9709
71.706	0.5942	-2.5672	2.6350
71.756	-0.1500	-5.3954	5.3975
71.806	0.4616	-5.0445	5.0656
71.856	0.7867	-4.6648	4.7307
71.906	-3.0091	-7.3944	7.9832
71.956	-6.6447	-7.3489	9.9075
72.006	-4.6775	-2.4222	5.2675
72.056	-2.3046	0.8341	2.4509
72.106	-0.7331	2.2955	2.4097
72.156	0.3400	1.8528	1.8838
72.206	0.8556	0.5314	1.0072
72.256	-0.5475	-3.3572	3.4015
72.306	0.4229	-3.1429	3.1712
72.356	0.6852	-3.6641	3.7276
72.406	2.7096	-0.8288	2.8336
72.456	-1.1205	-4.1112	4.2612
72.506	-1.9413	-4.7809	5.1600
72.556	-0.8432	-4.5279	4.6058
72.606	-0.9171	-5.1386	5.2198
72.656	2.1304	-2.4762	3.2665
72.706	-1.5286	-6.4369	6.6159
72.756	-5.1570	-9.2145	10.5594
72.806	-8.9014	-10.4409	13.7203
72.906	-13.7985	-10.0176	17.0514
72.956	-17.3780	-8.2915	19.2547
73.006	-18.6372	-7.0149	19.9137
73.056	-15.8975	-7.3768	17.5256
73.106	-12.1620	-7.1944	14.1306
73.156	-13.6527	-6.0275	14.9241
73.206	-7.3021	-5.7317	9.2830
73.256	-5.3859	-5.0567	7.3877
73.306	-11.1893	-4.1401	11.9307
73.356	-10.5196	-3.6348	11.1298
73.406	-10.3315	-3.1097	10.7893
73.456	-9.5069	-2.8261	9.9180
73.506	-9.6424	-2.3521	9.9251
73.556	-4.5324	-3.2443	5.5739
73.606	-5.6359	-2.7905	6.2889
73.656	-8.2241	-1.8348	8.4263
73.706	-7.8645	-1.6885	8.0437
73.756	-10.2329	-0.3660	10.2394
73.806	-10.6333	0.1928	10.6351
73.856	-10.4897	0.4562	10.4996
73.906	-10.2097	0.6336	10.2293
73.956	-9.1213	0.2954	9.1261
74.006	-9.6600	0.9959	9.7112
74.056	-9.4075	1.1913	9.4826
74.106	-5.0629	-1.2599	5.2173
74.156	-8.8435	1.4437	8.9606
74.206	-8.3474	1.3725	8.4595
74.256	-8.0375	1.4302	8.1638
74.306	-8.3516	2.0055	8.5890
74.356	-7.9848	1.9728	8.2249
74.556	-7.7895	2.5195	8.1868
74.806	-7.8100	4.0508	8.7981
74.906	-7.4842	4.9705	8.9843
74.956	-7.1223	5.0256	8.7169
75.006	-6.9531	5.1825	8.6720
75.056	-7.0365	5.8727	9.1652
75.106	-6.8122	5.9469	9.0428
75.156	-6.8214	6.5944	9.4878
75.206	-6.5773	6.6334	9.3415
75.256	-6.5240	7.2368	9.7434
75.306	-6.2644	7.2410	9.5747
75.356	-6.0971	7.5694	9.7196
75.406	-5.9052	7.8539	9.8263
75.456	-5.7036	8.1540	9.9508
75.506	-5.4832	8.4198	10.0478
75.556	-5.2259	8.5007	9.9786
75.606	-4.9920	8.7852	10.1044
75.656	-4.7413	9.0235	10.1933
75.706	-4.1918	6.2917	7.5602
75.756	-3.6074	9.3739	10.0441
75.806	-0.4835	7.1411	7.1574
75.856	2.6960	7.5272	7.9954
75.906	5.0377	7.4548	8.9973
75.956	6.3831	6.8087	9.3329
76.006	7.2444	6.2535	9.5701
76.056	7.8295	5.4605	9.5456
76.106	8.1928	4.8381	9.5147
76.156	7.7510	4.1044	8.7707
76.206	5.5914	3.3967	6.5423
76.256	2.9748	2.7126	4.0258
76.306	1.0475	2.1362	2.3792
76.356	-0.2929	1.6909	1.7160
76.406	-1.1823	1.3712	1.8105
76.456	-1.0254	1.1938	1.5738
76.506	1.4196	1.1768	1.8439
76.556	4.1043	1.1749	4.2692
76.606	5.9750	1.1583	6.0862
76.656	6.8662	1.1148	6.9561
76.706	7.3805	1.0949	7.4613
76.756	6.9456	0.9633	7.0121
76.806	4.7106	0.8357	4.7841
76.856	2.1065	0.6977	2.2190
76.906	0.2799	0.5892	0.6523
76.956	-0.9413	0.5099	1.0705
77.006	-1.7148	0.4608	1.7757
77.056	-2.2316	0.4364	2.2739
77.106	-2.5471	0.4280	2.5828
77.156	-2.7649	0.4275	2.7978
77.206	-2.1430	0.4497	2.1897
77.256	0.6468	0.5149	0.8267
77.306	3.5571	0.5731	3.6030
77.356	5.5342	0.5752	5.5640
77.406	6.4637	0.5661	6.4884
77.456	7.6296	-6.0751	9.7528
77.506	9.6560	-10.2111	14.0537
77.556	11.2533	-12.6495	16.9307
77.606	11.4273	-14.4139	18.3941
77.656	6.7426	-12.2564	13.9887
77.706	0.0956	-3.4331	3.4344
77.756	-2.4401	4.5662	5.1773
77.806	-2.6943	8.1174	8.5529
77.856	-2.3866	10.9848	11.2410
77.906	-3.2574	8.7160	9.3047
77.956	-3.8685	3.6776	5.3376
78.006	-3.5732	-0.5139	3.6099
78.056	-3.2575	-2.1725	3.9155
78.106	-3.2868	-1.3049	3.5364
78.156	-3.5266	0.3614	3.5451
78.206	-3.6437	1.7753	4.0532
