Time(s)	Ax(m/s^2)	Ay(m/s^2)	A_mag(m/s^2)
78.570	-2.2406	-4.0332	4.6137
78.620	-7.1167	-4.6082	8.4783
78.670	-8.8999	-4.5415	9.9917
78.720	-11.1675	-4.1607	11.9174
78.770	-14.5807	-3.0194	14.8901
78.820	-16.1834	-2.0746	16.3159
78.870	-16.2100	-1.5930	16.2881
78.920	-18.8547	0.8945	18.8760
78.970	-19.3068	2.1035	19.4210
79.020	-20.6079	5.1568	21.2433
79.070	-20.9249	7.7766	22.3232
79.120	-20.6560	9.8543	22.8862
79.170	-20.0976	11.7333	23.2720
79.220	-19.3381	12.9027	23.2474
79.270	-17.7594	11.5240	21.1707
79.320	-16.7277	12.4660	20.8619
79.370	-14.9415	11.4466	18.8222
79.420	-13.9059	12.1926	18.4941
79.470	-12.8562	12.8135	18.1513
79.520	-10.1732	8.6525	13.3552
79.570	-10.1595	10.7649	14.8020
79.620	-9.5305	11.7781	15.1510
79.670	-8.6119	11.7120	14.5374
79.720	-7.6773	10.8852	13.3202
79.770	-6.8571	9.8436	11.9965
79.820	-6.2600	9.5879	11.4506
79.870	-5.7411	9.3419	10.9650
79.920	-5.2904	9.1714	10.5879
79.970	-4.8910	9.1950	10.4149
80.020	-4.5238	8.6486	9.7603
80.070	-4.1879	8.8744	9.8129
80.120	-3.8699	8.8504	9.6595
80.170	-3.6316	4.1742	5.5328
80.220	-3.4890	5.0035	6.0999
80.270	-3.3099	6.2151	7.0415
80.320	-3.1564	5.8254	6.6256
80.370	-2.9232	6.6810	7.2925
80.420	-2.7969	6.3541	6.9424
80.470	-2.7151	5.8456	6.4453
80.520	-2.6636	5.2373	5.8757
80.570	-2.5222	5.4487	6.0042
80.620	-2.6460	3.6132	4.4784
80.670	-2.6207	3.1190	4.0738
80.720	-2.5910	2.8233	3.8320
80.770	-2.5319	2.8821	3.8363
80.820	-2.4429	3.1694	4.0016
80.870	-2.3288	3.5637	4.2571
80.920	-2.3208	3.2944	4.0298
80.970	-2.1572	3.9291	4.4824
81.020	-1.8113	5.2599	5.5630
81.070	-1.7648	5.1919	5.4836
81.120	-1.4808	5.9960	6.1762
81.170	-1.3258	6.2493	6.3884
81.220	-1.1639	6.4738	6.5776
81.270	-0.9863	6.6955	6.7677
81.320	-0.7540	7.0205	7.0609
81.370	-0.5171	7.2996	7.3179
81.420	-0.2017	7.7137	7.7164
81.470	0.0222	7.8627	7.8627
81.520	0.3436	8.1822	8.1894
81.570	0.5585	8.2485	8.2673
81.620	0.8207	8.3832	8.4233
81.670	1.1872	8.6687	8.7496
81.720	1.4240	8.7024	8.8182
81.770	1.7603	8.8720	9.0449
81.820	2.1344	9.0635	9.3114
81.870	2.3460	9.0038	9.3044
81.920	2.6609	9.0698	9.4521
81.970	2.9418	9.0740	9.5390
82.020	3.3238	9.1803	9.7635
82.070	3.5303	9.0693	9.7322
82.120	3.9145	9.1392	9.9422
82.170	4.2127	9.1016	10.0293
82.220	4.4882	9.0316	10.0853
82.270	4.6901	8.8875	10.0491
82.320	5.0833	8.9022	10.2513
82.370	5.3667	8.8093	10.3153
82.420	5.5724	8.6502	10.2897
82.470	6.0379	8.6719	10.5669
82.520	6.2289	8.4871	10.5276
82.570	6.5202	8.3645	10.6056
82.620	5.9475	7.7083	9.7361
82.670	5.4834	7.1481	9.0090
82.720	4.9790	6.5918	8.2609
82.770	4.7949	6.2679	7.8916
82.820	4.6640	5.9983	7.5982
82.870	4.8022	5.8980	7.6058
82.920	4.4918	5.5548	7.1437
82.970	5.1975	5.7597	7.7581
83.020	5.4455	5.7105	7.8907
83.070	5.7033	5.6654	8.0389
83.120	6.0602	5.6586	8.2913
83.170	6.3880	5.6295	8.5145
83.220	6.7283	5.5920	8.7488
83.270	6.8703	5.4721	8.7832
83.320	7.0478	5.3564	8.8522
83.370	7.3669	5.2736	9.0600
83.420	7.5587	5.1406	9.1411
83.470	7.8205	5.0168	9.2913
83.520	8.0946	4.8835	9.4537
83.570	8.4377	4.7510	9.6834
83.620	8.5856	4.5705	9.7264
83.670	8.9210	4.4115	9.9521
83.720	9.2017	4.2309	10.1278
83.770	9.3287	4.0243	10.1597
83.820	9.5675	3.8207	10.3021
83.870	9.7779	3.6047	10.4212
83.920	9.8466	3.3767	10.4095
83.970	10.0167	3.1458	10.4990
84.020	9.9624	2.9132	10.3796
84.070	9.4537	2.7013	9.8320
84.120	8.4387	2.5211	8.8073
84.170	7.1280	2.3648	7.5101
84.220	5.6106	2.2269	6.0364
84.270	4.1082	2.1088	4.6178
84.320	2.6430	2.0085	3.3195
84.370	1.3776	1.9275	2.3691
84.420	0.1058	1.8390	1.8420
84.470	-0.6569	1.7757	1.8933
84.520	-1.4605	1.6879	2.2320
84.570	-2.1489	1.5961	2.6768
84.620	-2.7477	1.5020	3.1314
84.670	-3.2268	1.4120	3.5222
84.720	-3.6984	1.3121	3.9242
84.770	-4.0846	1.2134	4.2610
84.820	-4.4012	1.1169	4.5407
84.870	-4.5992	1.0350	4.7142
84.920	-4.8022	0.9462	4.8945
84.970	-4.9581	0.8618	5.0325
85.020	-5.0281	0.7923	5.0902
85.070	-5.1800	0.6999	5.2271
85.120	-5.0472	0.6748	5.0922
85.170	-5.0620	0.6130	5.0990
85.220	-5.0721	0.5515	5.1020
85.270	-5.0766	0.4909	5.1003
85.320	-4.9211	0.4763	4.9441
85.370	-4.8924	0.4275	4.9110
85.420	-4.6070	0.4578	4.6297
85.470	-3.6963	0.6778	3.7580
85.520	-3.2149	0.7776	3.3076
85.570	-2.6236	0.2940	2.6400
85.620	-1.5536	-2.0602	2.5803
85.670	-0.5816	-4.1441	4.1847
85.720	-0.2750	-4.1023	4.1115
85.770	-0.1144	-3.2019	3.2039
85.820	-0.3481	-2.0025	2.0325
85.870	-0.3759	-1.0429	1.1086
85.920	-0.3561	-0.3220	0.4801
85.970	-0.3519	0.1990	0.4042
86.020	-0.2446	0.6001	0.6481
86.070	-0.1940	0.8803	0.9014
86.120	-0.2024	1.0693	1.0882
86.170	-0.1263	1.2259	1.2323
86.220	-0.1207	1.3244	1.3299
86.270	-0.1296	1.3902	1.3963
86.320	-0.1481	1.4325	1.4402
86.370	-0.1708	1.4582	1.4682
86.420	-0.1536	1.4831	1.4910
86.470	-0.2283	1.4756	1.4932
86.520	-0.2342	1.4801	1.4985
86.570	-0.1700	1.0931	1.1063
86.620	0.4236	-1.2073	1.2795
86.670	1.0348	-3.3770	3.5320
86.720	1.1993	-3.6797	3.8702
86.770	0.9844	-2.9163	3.0780
86.820	0.9433	-1.6714	1.9192
86.870	0.8233	-0.7368	1.1048
86.920	0.7061	-0.0539	0.7082
86.970	0.7146	0.4640	0.8520
87.020	0.6941	0.8281	1.0805
87.070	0.6887	1.0909	1.2901
87.120	0.7356	1.2904	1.4854
87.170	0.7014	1.4169	1.5810
87.220	0.7235	1.5165	1.6803
87.270	0.7534	1.5891	1.7586
87.320	0.7864	1.6409	1.8197
87.370	0.7926	1.6716	1.8500
87.420	0.8574	1.7031	1.9068
87.470	0.8858	1.7185	1.9334
87.520	0.9023	1.7251	1.9469
87.570	1.0601	1.1573	1.5695
87.620	1.5974	-1.2999	2.0595
87.670	2.0476	-3.4950	4.0507
87.720	2.0632	-3.5571	4.1122
87.770	1.8988	-2.7413	3.3347
87.820	1.6651	-1.5451	2.2715
87.870	1.4447	-0.6380	1.5793
87.920	1.2864	0.0312	1.2867
87.970	1.1665	0.5155	1.2753
88.020	1.0783	0.8624	1.3808
88.070	1.0164	1.1112	1.5060
88.120	0.9843	1.2911	1.6235
88.170	0.9496	1.4170	1.7057
88.220	0.9305	1.5067	1.7708
88.270	0.9180	1.5690	1.8179
88.320	0.9132	1.6120	1.8527
88.370	0.9165	1.6411	1.8797
88.420	0.9188	1.6589	1.8964
88.470	0.9268	1.6694	1.9094
88.520	0.8988	1.6682	1.8949
88.570	0.8944	1.2703	1.5535
88.620	1.1759	-1.0662	1.5873
88.670	1.4077	-3.3184	3.6046
88.720	1.3399	-3.6548	3.8927
88.770	1.0976	-2.8718	3.0744
88.820	0.7979	-1.6999	1.8779
88.870	0.5492	-0.8046	0.9742
88.920	0.3505	-0.1454	0.3794
88.970	0.1926	0.3309	0.3829
89.020	0.0694	0.6704	0.6740
89.070	-0.0258	0.9127	0.9131
89.120	-0.1081	1.0842	1.0895
89.170	-0.1578	1.2083	1.2185
89.220	-0.2036	1.2947	1.3106
89.270	-0.2380	1.3550	1.3758
89.320	-0.2634	1.3964	1.4211
89.370	-0.2803	1.4244	1.4517
89.420	-0.2899	1.4425	1.4713
89.470	-0.2944	1.4534	1.4829
89.520	-0.2943	1.4591	1.4885
89.570	-0.1897	0.8403	0.8615
89.620	0.2625	-1.8684	1.8868
89.670	0.6067	-3.9178	3.9645
89.720	0.6084	-3.8988	3.9460
89.770	0.4748	-3.0642	3.1007
89.820	0.2788	-1.8497	1.8706
89.870	0.1304	-0.9183	0.9275
89.920	0.0195	-0.2299	0.2307
89.970	-0.0889	0.2654	0.2799
90.020	-0.2222	0.6105	0.6496
90.070	-0.3665	0.8494	0.9251
90.120	-0.5145	1.0126	1.1358
90.170	-0.6586	1.1223	1.3013
90.220	-0.7926	1.1942	1.4333
90.270	-0.9138	1.2394	1.5399
90.320	-1.0207	1.2659	1.6261
90.370	-1.1144	1.2789	1.6963
90.420	-1.1953	1.2827	1.7533
90.470	-1.2670	1.2794	1.8006
90.520	-1.3293	1.2715	1.8395
90.570	-1.3189	0.8885	1.5903
90.620	-1.0060	-1.0113	1.4264
90.670	-0.5900	-3.2516	3.3047
90.720	-0.4927	-3.8651	3.8964
90.770	-0.6200	-3.3558	3.4125
90.820	-0.8758	-2.1893	2.3580
90.870	-1.0677	-1.2466	1.6413
90.920	-1.1988	-0.5486	1.3184
90.970	-1.2957	-0.0418	1.2964
91.020	-1.3352	0.3286	1.3750
91.070	-1.3813	0.5902	1.5021
91.120	-1.4097	0.7783	1.6102
91.170	-1.4292	0.9122	1.6955
91.220	-1.4565	1.0036	1.7688
91.270	-1.4727	1.0680	1.8192
91.320	-1.4867	1.1110	1.8560
91.370	-1.4973	1.1389	1.8812
91.420	-1.5105	1.1543	1.9011
91.470	-1.5217	1.1618	1.9145
91.520	-1.5288	1.1638	1.9214
91.570	-1.4007	0.5667	1.5110
91.620	-0.7842	-1.9258	2.0794
91.670	-0.2334	-4.1030	4.1096
91.720	-0.2442	-4.1040	4.1113
91.770	-0.4595	-3.2954	3.3273
91.820	-0.7643	-2.1115	2.2456
91.870	-0.9873	-1.2026	1.5560
91.920	-1.1423	-0.5304	1.2594
91.970	-1.2525	-0.0425	1.2532
92.020	-1.3231	0.3098	1.3589
92.070	-1.3773	0.5611	1.4873
92.120	-1.4171	0.7404	1.5989
92.170	-1.4492	0.8670	1.6888
92.220	-1.4750	0.9552	1.7573
92.270	-1.4870	1.0182	1.8022
92.320	-1.5086	1.0571	1.8421
92.370	-1.5215	1.0828	1.8675
92.420	-1.5454	1.0937	1.8933
92.470	-1.5606	1.0987	1.9085
92.520	-1.5744	1.0978	1.9194
92.570	-1.4475	0.7344	1.6231
92.620	-0.8047	-1.1861	1.4333
92.670	0.0738	-4.0544	4.0551
92.720	0.7130	-5.2798	5.3277
92.770	0.7323	-4.9372	4.9912
92.820	0.4901	-3.8445	3.8756
92.870	0.1044	-2.4679	2.4701
92.920	-0.2197	-1.4186	1.4355
92.970	-0.4846	-0.6484	0.8095
93.020	-0.6984	-0.0935	0.7046
93.070	-0.7701	0.3296	0.8377
93.120	-0.9524	0.5900	1.1203
93.170	-1.1550	0.7523	1.3784
93.220	-1.2294	0.8904	1.5180
93.270	-1.2946	0.9840	1.6261
93.320	-1.3459	1.0476	1.7056
93.370	-1.3890	1.0886	1.7648
93.420	-1.4565	1.1025	1.8267
93.470	-1.4610	1.1242	1.8435
93.520	-1.4923	1.1269	1.8700
93.570	-1.5350	1.1180	1.8990
93.620	-1.5689	1.1068	1.9200
93.670	-1.5989	1.0927	1.9367
93.720	-1.6073	1.0835	1.9384
93.770	-1.6387	1.0637	1.9537
93.820	-1.6675	1.0431	1.9669
93.870	-1.5823	0.7710	1.7601
93.920	-1.1621	-0.4861	1.2597
93.970	-0.2442	-3.0343	3.0441
94.020	0.2995	-4.5194	4.5293
94.070	0.3300	-4.6126	4.6244
94.120	-0.0122	-3.6932	3.6932
94.170	-0.4678	-2.4461	2.4904
94.220	-0.8050	-1.4854	1.6895
94.270	-1.0436	-0.7722	1.2982
94.320	-1.2110	-0.2512	1.2368
94.370	-1.3279	0.1236	1.3336
94.420	-1.4111	0.3918	1.4645
94.470	-1.4716	0.5831	1.5829
94.520	-1.5166	0.7183	1.6781
94.570	-1.5492	0.8134	1.7497
94.620	-1.5678	0.8814	1.7986
94.670	-1.5917	0.9231	1.8400
94.720	-1.6161	0.9472	1.8732
94.770	-1.6341	0.9608	1.8956
94.820	-1.6517	0.9751	1.9180
94.870	-1.6651	0.9635	1.9238
94.920	-1.6772	0.9581	1.9315
94.970	-1.6883	0.9492	1.9369
95.020	-1.6825	0.9449	1.9297
95.070	-1.4152	0.4382	1.4815
95.120	-0.5556	-1.6404	1.7319
95.170	0.4895	-3.4425	3.4771
95.220	0.9047	-4.0945	4.1933
95.270	0.8181	-3.6054	3.6971
95.320	0.4173	-2.3959	2.4320
95.370	0.0898	-1.3707	1.3736
95.420	-0.1385	-0.6021	0.6178
95.470	-0.2572	-0.0183	0.2578
95.520	-0.4029	0.3752	0.5505
95.570	-0.4664	0.6743	0.8199
95.620	-0.5021	0.8929	1.0244
95.670	-0.5204	1.0525	1.1741
95.720	-0.5153	1.1738	1.2819
95.770	-0.5374	1.2487	1.3594
95.820	-0.3405	1.3894	1.4305
95.870	-0.2260	1.4763	1.4935
95.920	-0.1082	1.5507	1.5545
95.970	0.0050	1.6126	1.6126
96.020	0.1099	1.6633	1.6669
96.070	0.2038	1.7037	1.7158
96.120	0.4387	1.3770	1.4452
96.170	1.2983	-0.5412	1.4065
96.220	2.1874	-2.6344	3.4242
96.270	2.3824	-2.9805	3.8156
96.320	2.1505	-2.2504	3.1127
96.370	1.7617	-1.1476	2.1025
96.420	1.4586	-0.3068	1.4905
96.470	1.2242	0.3070	1.2621
96.520	1.0596	0.7533	1.3001
96.570	0.9336	1.0702	1.4201
96.620	0.8466	1.2984	1.5501
96.670	0.7800	1.4600	1.6553
96.720	0.7342	1.5751	1.7378
96.770	0.7025	1.6565	1.7993
96.820	0.6828	1.7136	1.8446
96.870	0.6737	1.7536	1.8785
96.920	0.8221	1.1664	1.4270
96.970	1.6388	-1.4329	2.1768
97.020	2.3893	-3.9666	4.6306
97.070	2.9262	-5.5793	6.3001
97.120	3.0704	-6.7482	7.4139
97.170	3.2904	-7.4944	8.1849
97.220	3.2836	-8.0467	8.6909
97.270	3.3170	-8.3892	9.0212
97.320	3.3217	-8.6014	9.2205
97.370	3.3057	-8.7183	9.3240
97.420	3.2741	-8.7662	9.3576
97.470	3.1959	-8.7751	9.3389
97.520	3.1879	-8.7191	9.2837
97.570	3.1305	-8.6512	9.2002
97.620	3.0686	-8.5634	9.0966
97.670	3.0057	-8.4607	8.9787
97.720	2.9447	-8.3466	8.8508
97.770	2.8868	-8.2242	8.7161
97.820	2.8421	-8.0923	8.5768
97.870	2.5751	-7.3683	7.8053
97.920	1.9400	-5.5943	5.9211
97.970	1.2495	-3.6519	3.8597
98.020	0.5860	-1.7402	1.8362
98.070	0.1066	-0.3749	0.3898
98.120	-0.2269	0.5579	0.6023
98.170	-0.4269	1.1900	1.2643
98.220	-0.2791	1.7131	1.7357
98.270	0.1974	2.1872	2.1960
98.320	0.8492	2.5987	2.7340
98.370	1.5861	2.9448	3.3448
98.420	2.3540	3.2271	3.9944
98.470	3.1228	3.4492	4.6528
98.520	3.8777	3.6150	5.3014
98.570	4.6115	3.7271	5.9294
98.620	4.9702	3.7409	6.2207
98.670	8.1472	3.9298	9.0454
98.720	8.6126	3.8163	9.4202
98.770	9.0370	3.6644	9.7517
98.820	9.2409	3.4800	9.8744
98.870	9.4711	3.2607	10.0167
98.920	10.1443	2.9660	10.5690
98.970	9.9386	2.7287	10.3064
99.020	10.3164	2.4065	10.5933
99.070	10.7449	2.0401	10.9369
99.120	11.1310	1.6413	11.2514
99.170	11.5121	1.2116	11.5757
99.220	11.8729	0.7560	11.8970
99.270	12.1861	0.2783	12.1892
99.320	12.2230	-0.1295	12.2237
99.370	12.6373	-0.7128	12.6574
99.420	12.8040	-1.2233	12.8623
99.470	12.9063	-1.7354	13.0224
99.520	12.9665	-2.2401	13.1586
99.570	13.0566	-2.7984	13.3531
99.620	13.0640	-3.3326	13.4823
99.670	13.0991	-3.9050	13.6688
99.720	12.9556	-4.3612	13.6699
99.770	12.7312	-4.7842	13.6004
99.820	12.7415	-5.3867	13.8333
99.870	12.4820	-5.8017	13.7645
99.920	12.4034	-6.3676	13.9424
99.970	12.2663	-6.9138	14.0806
100.020	12.0398	-7.4041	14.1343
100.070	11.8664	-7.9619	14.2899
100.120	11.5987	-8.4372	14.3428
100.170	11.3301	-8.9305	14.4266
100.220	11.0747	-9.4505	14.5588
100.270	10.7173	-9.8634	14.5653
100.320	10.3728	-10.3070	14.6229
100.370	10.0019	-10.7116	14.6552
100.420	9.5913	-11.0612	14.6405
100.470	9.1514	-11.3522	14.5815
100.520	8.7613	-11.7790	14.6801
100.570	8.3597	-12.2781	14.8538
100.620	7.8808	-12.5489	14.8183
100.670	7.4747	-13.0147	15.0085
100.720	6.9805	-13.2599	14.9850
100.770	6.5028	-13.5896	15.0653
100.820	6.0163	-13.9014	15.1475
100.870	5.4940	-14.1310	15.1614
100.920	4.9722	-14.4165	15.2498
100.970	4.4516	-14.3769	15.0503
101.020	3.9131	-14.5912	15.1068
101.070	3.6446	-11.6424	12.1995
101.120	3.2885	-11.2704	11.7403
101.170	2.9427	-11.2848	11.6622
101.220	2.7479	-9.1794	9.5819
101.270	2.5406	-8.6944	9.0580
101.320	2.4369	-6.8108	7.2336
101.370	2.3407	-5.7983	6.2530
101.420	2.2766	-4.7088	5.2303
101.470	2.2236	-3.8404	4.4377
101.520	2.1802	-3.0909	3.7825
101.570	2.1450	-2.4341	3.2444
101.620	2.1187	-1.7981	2.7789
101.670	2.0929	-1.3662	2.4993
101.720	2.0724	-0.9228	2.2686
101.770	2.0527	-0.5655	2.1292
101.820	2.0317	-0.4341	2.0776
101.870	2.0157	-0.0319	2.0160
101.920	1.9984	0.1143	2.0017
101.970	1.9817	0.1989	1.9917
102.020	1.9657	0.2401	1.9803
102.070	1.9499	0.2521	1.9661
102.120	1.9345	0.2474	1.9502
102.170	1.9197	0.3091	1.9445
102.220	1.9049	0.2020	1.9155
102.270	1.8907	0.2100	1.9023
102.320	1.8765	0.1690	1.8841
102.370	1.8628	0.1353	1.8677
102.420	1.8491	0.1548	1.8556
102.470	1.8357	0.1433	1.8413
102.520	1.8223	0.1279	1.8268
102.570	1.8090	0.1097	1.8124
102.620	1.7959	0.0897	1.7982
102.670	1.7830	0.0695	1.7843
102.720	1.7701	0.0515	1.7709
102.770	1.7574	0.0508	1.7582
102.820	1.7447	0.0191	1.7448
102.870	1.7321	0.0096	1.7321
102.920	1.7196	0.0034	1.7196
102.970	1.7073	-0.0088	1.7074
103.020	1.6951	-0.0115	1.6951
103.070	1.6829	0.0014	1.6829
103.120	1.6708	0.0006	1.6708
103.170	1.6588	-0.0013	1.6588
103.220	1.6470	-0.0037	1.6470
103.270	1.6351	-0.0064	1.6351
103.320	1.6223	-0.0093	1.6223
103.370	1.6099	-0.0061	1.6099
103.420	1.5980	-0.0128	1.5981
103.470	1.5870	-0.0130	1.5870
103.520	1.5758	-0.0124	1.5759
103.570	1.3403	-0.0103	1.3404
103.620	0.1822	-0.0056	0.1822
103.670	-2.6621	0.0020	2.6621
103.720	-4.3391	0.0126	4.3391
103.770	-4.3347	0.0127	4.3347
103.820	-3.3744	0.0099	3.3744
103.870	-2.0609	0.0074	2.0609
103.920	-1.0540	0.0021	1.0540
103.970	-0.3083	-0.0009	0.3083
104.020	0.2325	-0.0027	0.2325
104.070	0.6192	-0.0038	0.6192
104.120	0.8969	-0.0051	0.8970
104.170	1.0967	-0.0051	1.0967
104.220	1.2395	-0.0032	1.2395
104.270	1.3405	-0.0035	1.3405
104.320	1.4113	-0.0035	1.4113
104.370	1.4587	-0.0033	1.4587
104.420	1.4895	-0.0038	1.4895
104.470	1.5106	-0.0041	1.5106
104.520	1.5239	-0.0048	1.5239
104.570	1.5311	-0.0048	1.5312
104.620	1.5331	-0.0048	1.5331
104.670	1.5315	-0.0050	1.5315
104.720	1.1335	-0.0036	1.1335
104.770	-1.2489	0.0041	1.2489
104.820	-3.5312	0.0112	3.5312
104.870	-4.2605	0.0137	4.2605
104.920	-3.8841	0.0124	3.8841
104.970	-2.6046	0.0086	2.6046
105.020	-1.4659	0.0045	1.4659
105.070	-0.6181	0.0022	0.6181
105.120	0.0021	0.0002	0.0021
105.170	0.4501	-0.0008	0.4501
105.220	0.7708	-0.0018	0.7708
105.270	1.0017	-0.0025	1.0017
105.320	1.1665	-0.0030	1.1665
105.370	1.2838	-0.0039	1.2838
105.420	1.3666	-0.0045	1.3666
105.470	1.4225	-0.0051	1.4225
105.520	1.4596	-0.0049	1.4596
105.570	1.4853	-0.0049	1.4853
105.620	1.5020	-0.0049	1.5020
105.670	1.5121	-0.0054	1.5122
105.720	1.5161	-0.0050	1.5161
105.770	1.5161	-0.0050	1.5161
105.820	1.1212	-0.0038	1.1212
105.870	-1.0031	0.0030	1.0031
105.920	-3.3746	0.0100	3.3746
105.970	-5.0669	0.0155	5.0669
106.020	-6.0117	0.0186	6.0118
106.070	-5.7344	0.0181	5.7344
106.120	-4.3994	0.0137	4.3994
106.170	-2.8068	0.0090	2.8068
106.220	-1.5816	0.0050	1.5816
106.270	-0.6728	0.0022	0.6728
106.320	-0.0049	0.0004	0.0049
106.370	0.4727	-0.0005	0.4727
106.420	0.8147	-0.0015	0.8147
106.470	1.0575	-0.0024	1.0575
106.520	1.2304	-0.0030	1.2304
106.570	1.3530	-0.0038	1.3530
106.620	1.4371	-0.0044	1.4372
106.670	1.4947	-0.0053	1.4947
106.720	1.5352	-0.0052	1.5352
106.770	1.5623	-0.0052	1.5623
106.820	1.5799	-0.0055	1.5799
106.870	1.5891	-0.0055	1.5891
106.920	1.5926	-0.0050	1.5926
106.970	1.5922	-0.0049	1.5922
107.020	1.5850	-0.0053	1.5851
107.070	1.5788	-0.0053	1.5788
107.120	1.5713	-0.0051	1.5713
107.170	1.5644	-0.0051	1.5645
107.220	1.5562	-0.0051	1.5562
107.270	1.5467	-0.0052	1.5468
107.320	1.5369	-0.0051	1.5369
107.370	1.5253	-0.0047	1.5253
107.420	0.9402	-0.0032	0.9402
107.470	-1.5628	0.0048	1.5628
107.520	-3.8048	0.0115	3.8048
107.570	-3.9893	0.0122	3.9893
107.620	-3.8253	0.0119	3.8253
107.670	-2.7456	0.0088	2.7456
107.720	-1.5779	0.0050	1.5779
107.770	-0.7094	0.0022	0.7094
107.820	-0.0684	0.0005	0.0684
107.870	0.3933	-0.0003	0.3933
107.920	0.7252	-0.0014	0.7252
107.970	0.9625	-0.0020	0.9625
108.020	1.1321	-0.0026	1.1321
108.070	1.2514	-0.0033	1.2514
108.120	1.3368	-0.0041	1.3368
108.170	1.3965	-0.0042	1.3965
108.220	1.4380	-0.0052	1.4380
108.270	1.4655	-0.0050	1.4655
108.320	1.4827	-0.0050	1.4827
108.370	1.4926	-0.0053	1.4926
108.420	1.4970	-0.0056	1.4970
108.470	1.4973	-0.0051	1.4974
108.520	1.4949	-0.0049	1.4949
108.570	1.4903	-0.0049	1.4903
108.620	0.8562	-0.0030	0.8562
108.670	-1.8958	0.0061	1.8958
108.720	-4.5578	0.0148	4.5579
108.770	-6.2760	0.0204	6.2760
108.820	-6.9016	0.0217	6.9017
108.870	-6.0430	0.0190	6.0430
108.920	-4.6288	0.0146	4.6288
108.970	-2.9752	0.0090	2.9752
109.020	-1.7006	0.0053	1.7006
109.070	-0.7526	0.0020	0.7526
109.120	-0.0584	0.0000	0.0584
109.170	0.4381	-0.0013	0.4381
109.220	0.7912	-0.0024	0.7912
109.270	1.0430	-0.0032	1.0430
109.320	1.2223	-0.0038	1.2223
109.370	1.3497	-0.0047	1.3497
109.420	1.4391	-0.0045	1.4391
109.470	1.5005	-0.0047	1.5006
109.520	1.5409	-0.0051	1.5409
109.570	1.5689	-0.0052	1.5689
109.620	1.5857	-0.0048	1.5857
109.670	1.5962	-0.0048	1.5962
109.720	1.6003	-0.0050	1.6003
109.770	1.5998	-0.0054	1.5998
109.820	1.5944	-0.0053	1.5944
109.870	1.5889	-0.0048	1.5889
109.920	1.5817	-0.0049	1.5817
109.970	1.5744	-0.0049	1.5744
110.020	1.5658	-0.0046	1.5658
110.070	1.5564	-0.0046	1.5564
110.120	1.5441	-0.0050	1.5441
110.170	1.5336	-0.0049	1.5336
110.220	1.5231	-0.0048	1.5231
110.270	1.5133	-0.0047	1.5133
110.320	1.1113	-0.0035	1.1113
110.370	-1.2744	0.0035	1.2744
110.420	-3.5377	0.0107	3.5377
110.470	-3.8560	0.0118	3.8561
110.520	-3.0419	0.0092	3.0419
110.570	-1.8346	0.0053	1.8346
110.620	-0.9094	0.0029	0.9094
110.670	-0.2256	0.0007	0.2256
110.720	0.2704	-0.0010	0.2704
