Time(s)	Ax(m/s^2)	Ay(m/s^2)	A_mag(m/s^2)
43.670	-0.9922	-1.1004	1.4816
43.720	-0.9959	-1.1048	1.4875
43.770	-0.7280	-0.8075	1.0872
43.820	0.8661	0.9591	1.2923
43.870	2.3806	2.6372	3.5528
43.920	2.9137	3.2277	4.3483
43.970	3.2143	3.5612	4.7973
44.020	2.7562	3.0532	4.1133
44.070	2.2173	2.4567	3.3093
44.120	3.1474	3.4870	4.6974
44.170	4.2667	4.7271	6.3679
44.220	4.9754	5.5117	7.4251
44.270	5.4508	6.0385	8.1348
44.320	5.7639	6.3863	8.6027
44.370	5.9622	6.6062	8.8989
44.420	6.0779	6.7348	9.0719
44.470	6.1340	6.7966	9.1553
44.520	6.1460	6.8098	9.1732
44.570	6.1262	6.7878	9.1436
44.620	6.0832	6.7398	9.0792
44.670	6.0232	6.6732	8.9895
44.720	5.9511	6.5934	8.8819
44.770	5.8705	6.5041	8.7616
44.820	5.7840	6.4081	8.6324
44.870	5.6936	6.3080	8.4975
44.920	5.6006	6.2051	8.3588
44.970	5.5062	6.1006	8.2180
45.020	5.4110	5.9956	8.0762
45.070	5.3162	5.8901	7.9345
45.120	5.2215	5.7853	7.7932
45.170	5.1274	5.6811	7.6528
45.220	5.0342	5.5779	7.5137
45.270	4.9423	5.4757	7.3763
45.320	4.8511	5.3749	7.2403
45.370	4.7612	5.2754	7.1063
45.420	4.6724	5.1773	6.9739
45.470	4.5849	5.0807	6.8436
45.520	4.4990	4.9852	6.7151
45.570	4.4143	4.8911	6.5886
45.620	4.3310	4.7985	6.4640
45.670	4.2489	4.7075	6.3414
45.720	4.1678	4.6179	6.2206
45.770	4.0883	4.5296	6.1018
45.820	4.0101	4.4431	5.9851
45.870	3.9273	4.3523	5.8623
45.920	3.7692	4.1759	5.6254
45.970	3.1401	3.4930	4.6970
46.020	1.9742	2.1504	2.9192
46.070	0.9934	1.1486	1.5186
46.120	0.0999	0.0577	0.1153
46.170	-0.6805	-0.7031	0.9784
46.220	-1.1889	-1.3662	1.8111
46.270	-1.6550	-1.7872	2.4358
46.320	-1.9030	-2.1788	2.8928
46.370	-2.0072	-2.5234	3.2244
46.420	-1.3683	-2.3960	2.7592
46.470	0.1654	-0.4543	0.4835
46.520	2.2769	0.3352	2.3015
46.570	2.7855	1.4184	3.1258
46.620	3.7497	0.9512	3.8685
46.670	2.7798	0.3694	2.8043
46.720	2.9161	-0.5631	2.9700
46.770	1.8940	-1.3926	2.3509
46.820	1.7030	-2.4358	2.9721
46.870	1.2016	-3.1637	3.3842
46.920	1.0676	-3.6734	3.8254
46.970	0.7813	-4.0822	4.1563
47.020	-2.4908	-2.2134	3.3322
47.070	-0.5823	-3.8033	3.8477
47.120	0.5563	-4.6178	4.6512
47.170	1.2727	-5.1823	5.3363
47.220	1.9234	-5.4724	5.8005
47.270	2.3473	-5.6876	6.1529
47.320	2.4524	-5.5345	6.0535
47.370	3.0128	-5.7039	6.4507
47.420	3.2368	-5.5333	6.4105
47.470	3.8230	-5.6506	6.8224
47.520	4.0696	-5.4516	6.8031
47.570	4.6936	-5.5101	7.2382
47.620	4.9580	-5.3082	7.2635
47.670	5.3258	-5.2441	7.4743
47.720	6.0133	-5.1081	7.8901
47.770	6.3179	-4.9614	8.0331
47.820	6.6184	-4.7610	8.1530
47.870	7.3689	-4.5783	8.6753
47.920	7.7130	-4.3416	8.8510
47.970	8.3044	-4.0729	9.2494
48.020	8.5634	-3.7919	9.3654
48.070	8.7240	-3.5054	9.4019
48.120	9.5146	-3.0988	10.0065
48.170	9.7170	-2.7514	10.0991
48.220	9.9997	-2.3652	10.2756
48.270	10.4760	-1.8922	10.6455
48.320	10.6605	-1.4733	10.7619
48.370	10.9019	-1.0092	10.9485
48.420	11.2983	-0.4434	11.3070
48.470	11.3912	0.0215	11.3912
48.520	11.5634	0.5519	11.5766
48.570	11.8358	1.1798	11.8945
48.620	11.8711	1.6990	11.9921
48.670	11.9214	2.2553	12.1329
48.720	12.1190	2.9667	12.4768
48.770	12.0587	3.5107	12.5594
48.820	12.0053	4.0895	12.6827
48.870	11.9573	4.7110	12.8519
48.920	11.9640	5.4444	13.1446
48.970	11.7755	5.9967	13.2145
49.020	11.5862	6.5822	13.3253
49.070	11.3713	7.1727	13.4445
49.120	11.1420	7.7900	13.5952
49.170	10.9588	8.5648	13.9086
49.220	10.6017	9.0704	13.9524
49.270	10.2101	9.5362	13.9709
49.320	9.6915	9.6940	13.7077
49.370	9.7885	12.0210	15.5022
49.420	8.7804	10.4308	13.6344
49.470	7.8161	8.9482	11.8812
49.520	6.9226	7.5816	10.2666
49.570	6.0898	6.2275	8.7102
49.620	5.4349	5.1685	7.5001
49.670	4.9458	4.3723	6.6013
49.720	4.5729	3.7581	5.9190
49.770	4.3112	3.3778	5.4769
49.820	3.9263	2.5629	4.6887
49.870	3.9067	2.8134	4.8143
49.920	3.7063	2.4483	4.4419
49.970	3.5150	2.0536	4.0710
50.020	3.3351	1.6529	3.7222
50.070	3.1689	1.2700	3.4139
50.120	3.0215	0.9296	3.1613
50.170	2.8960	0.6445	2.9668
50.220	2.7935	0.4194	2.8249
50.270	2.7497	0.3710	2.7746
50.320	2.6317	0.0769	2.6328
50.370	2.5761	-0.0238	2.5762
50.420	2.5296	-0.0998	2.5315
50.470	2.4874	-0.1658	2.4930
50.520	2.4475	-0.2276	2.4580
50.570	2.4030	-0.3062	2.4224
50.620	2.3726	-0.3411	2.3970
50.670	2.2909	-0.5422	2.3542
50.720	2.2365	-0.6554	2.3305
50.770	2.2165	-0.6624	2.3134
50.820	2.1571	-0.7926	2.2981
50.870	2.0742	-0.9934	2.2998
50.920	2.0353	-1.0590	2.2943
50.970	2.0014	-1.1097	2.2885
51.020	1.9699	-1.1524	2.2823
51.070	1.9484	-1.1652	2.2703
51.120	1.9363	-1.1493	2.2517
51.170	1.9038	-1.1947	2.2476
51.220	1.9333	-1.0562	2.2030
51.270	1.9300	-1.0155	2.1809
51.320	1.9256	-0.9788	2.1601
51.370	1.9202	-0.9453	2.1403
51.420	1.9143	-0.9143	2.1215
51.470	1.9081	-0.8845	2.1031
51.520	1.9022	-0.8545	2.0853
51.570	1.8964	-0.8243	2.0678
51.620	1.8908	-0.7943	2.0508
51.670	1.8810	-0.7769	2.0352
51.720	1.8792	-0.7364	2.0183
51.770	1.8721	-0.7114	2.0027
51.820	1.8639	-0.6902	1.9876
51.870	1.8548	-0.6723	1.9729
51.920	1.8449	-0.6568	1.9584
51.970	1.8352	-0.6418	1.9442
52.020	1.8233	-0.6335	1.9302
52.070	1.8118	-0.6241	1.9163
52.120	1.8002	-0.6154	1.9025
52.170	1.7884	-0.6073	1.8887
52.220	1.7767	-0.5992	1.8750
52.270	1.7647	-0.5924	1.8615
52.320	1.7525	-0.5867	1.8481
52.370	1.7409	-0.5798	1.8349
52.420	1.7285	-0.5753	1.8217
52.470	1.7162	-0.5709	1.8087
52.520	1.7041	-0.5660	1.7956
52.570	1.6921	-0.5613	1.7828
52.620	1.6796	-0.5579	1.7698
52.670	1.6676	-0.5534	1.7570
52.720	1.6553	-0.5505	1.7444
52.770	1.6434	-0.5464	1.7319
52.820	1.6314	-0.5432	1.7195
52.870	1.6195	-0.5399	1.7072
52.920	1.6078	-0.5364	1.6949
52.970	1.5965	-0.5318	1.6828
53.020	1.5848	-0.5285	1.6706
53.070	1.5734	-0.5247	1.6586
53.120	1.5617	-0.5219	1.6466
53.170	1.5506	-0.5181	1.6348
53.220	1.5393	-0.5147	1.6231
53.270	1.5283	-0.5111	1.6115
53.320	1.5173	-0.5076	1.6000
53.370	1.5064	-0.5040	1.5885
53.420	1.4956	-0.5005	1.5771
53.470	1.4851	-0.4962	1.5658
53.520	1.4743	-0.4931	1.5545
53.570	1.4639	-0.4893	1.5435
53.620	1.4534	-0.4857	1.5324
53.670	0.8471	-0.2827	0.8930
53.720	-1.7678	0.5914	1.8641
53.770	-4.2945	1.4359	4.5282
53.820	-5.9241	1.9810	6.2466
53.870	-7.0281	2.3499	7.4105
53.920	-7.7758	2.5999	8.1990
53.970	-8.2755	2.7671	8.7259
54.020	-8.6032	2.8637	9.0673
54.070	-8.8161	2.8810	9.2749
54.120	-8.9441	2.8454	9.3858
54.170	-9.0065	2.7799	9.4258
54.220	-9.0182	2.7005	9.4138
54.270	-8.9899	2.6185	9.3635
54.320	-8.9302	2.5417	9.2849
54.370	-8.8457	2.4744	9.1852
54.420	-8.7423	2.4163	9.0701
54.470	-8.6253	2.3662	8.9440
54.520	-8.4986	2.3231	8.8104
54.570	-8.3646	2.2864	8.6714
54.620	-8.2259	2.2548	8.5294
54.670	-8.0841	2.2267	8.3852
54.720	-7.9403	2.2028	8.2402
54.770	-7.7954	2.1820	8.0950
54.820	-7.6505	2.1634	7.9505
54.870	-7.5054	2.1483	7.8068
54.920	-7.3609	2.1346	7.6642
54.970	-7.2180	2.1213	7.5232
55.020	-7.0766	2.1080	7.3839
55.070	-6.9376	2.0939	7.2467
55.120	-6.8004	2.0793	7.1112
55.170	-6.6658	2.0631	6.9778
55.220	-6.5333	2.0468	6.8464
55.270	-6.4038	2.0278	6.7172
55.320	-6.2757	2.0100	6.5897
55.370	-6.1508	1.9896	6.4646
55.420	-6.0275	1.9699	6.3412
55.470	-5.9086	1.9443	6.2203
55.520	-5.7822	1.9432	6.1000
55.570	-5.6675	1.9144	5.9821
55.620	-5.4930	1.9241	5.8203
55.670	-5.2649	1.8620	5.5845
55.720	-4.3390	1.5523	4.6083
55.770	-2.8149	0.9410	2.9681
55.820	-1.4797	0.4368	1.5428
55.870	-0.1529	-0.0335	0.1565
55.920	0.8620	-0.4483	0.9716
55.970	1.5214	-1.0444	1.8454
56.020	2.1430	-1.1915	2.4519
56.070	2.2049	-2.2287	3.1350
56.120	2.4033	-2.6065	3.5453
56.170	2.6804	-2.4795	3.6514
56.220	1.6392	-3.3552	3.7342
56.270	-2.1845	-4.7105	5.1924
56.320	-3.7016	-3.3378	4.9842
56.370	-4.7306	-2.3439	5.2795
56.420	-5.2462	-1.8519	5.5635
56.470	-5.0146	-1.2401	5.1657
56.520	-3.7684	-1.8350	4.1914
56.570	-2.9320	-2.3511	3.7582
56.620	-1.7504	-3.1547	3.6078
56.670	-1.2104	-3.7640	3.9539
56.720	-0.6189	-4.3713	4.4149
56.770	-0.4948	-4.8217	4.8471
56.820	-0.1167	-5.0858	5.0871
56.870	-3.0156	-7.9812	8.5319
56.920	-1.2208	-5.6890	5.8185
56.970	-5.7887	-7.0397	9.1140
57.020	-6.4431	-7.6536	10.0046
57.070	-4.6035	-6.7354	8.1583
57.120	-4.3919	-7.0930	8.3426
57.170	-4.5937	-7.0673	8.4290
57.220	-3.6283	-6.7554	7.6681
57.270	-4.7578	-6.9971	8.4615
57.320	-5.4703	-7.2913	9.1152
57.370	-5.0168	-6.7140	8.3813
57.420	-5.5960	-6.7572	8.7735
57.470	-7.7018	-6.8299	10.2939
57.520	-8.5891	-6.6795	10.8807
57.570	-7.1218	-6.0641	9.3537
57.620	-8.8749	-5.9139	10.6648
57.670	-9.9650	-5.4922	11.3783
57.720	-10.2780	-5.0712	11.4610
57.770	-11.9768	-4.4061	12.7616
57.820	-10.9490	-4.1043	11.6929
57.870	-12.3944	-3.3115	12.8291
57.920	-13.1525	-2.5324	13.3941
57.970	-13.0945	-1.9686	13.2416
58.020	-7.7932	-3.0112	8.3547
58.070	-12.4447	-1.1049	12.4937
58.120	-8.3789	-2.1263	8.6445
58.170	-8.9077	-1.5907	9.0486
58.220	-11.1414	-0.2359	11.1439
58.270	-11.5280	0.4616	11.5373
58.320	-11.8918	1.1971	11.9519
58.370	-11.5036	1.4414	11.5936
58.420	-11.5371	1.9711	11.7043
58.470	-6.6688	-0.7433	6.7101
58.520	-7.1201	-0.2117	7.1232
58.570	-10.4824	2.4994	10.7763
58.620	-9.9507	2.4952	10.2588
58.670	-9.3608	2.3988	9.6632
58.720	-9.2808	2.7234	9.6722
58.770	-8.8379	2.6869	9.2373
58.820	-8.8878	3.1242	9.4209
58.870	-8.4011	2.9956	8.9192
58.920	-8.4991	3.4893	9.1874
58.970	-8.1004	3.4139	8.7904
59.020	-8.0692	3.7632	8.9036
59.070	-7.7768	3.7774	8.6457
59.120	-7.8901	4.3348	9.0025
59.170	-7.8566	4.7198	9.1653
59.220	-7.5818	4.7332	8.9379
59.270	-7.3982	4.8763	8.8607
59.320	-7.4956	5.5274	9.3133
59.370	-7.2458	5.5665	9.1371
59.420	-7.2742	6.1776	9.5434
59.470	-7.0109	6.1898	9.3523
59.520	-6.8858	6.5225	9.4846
59.570	-6.7390	6.8342	9.5979
59.620	-6.6613	7.3969	9.9542
59.670	-6.4663	7.6653	10.0284
59.720	-6.2363	7.8357	10.0145
59.770	-5.9555	7.8059	9.8183
59.820	-5.7113	7.9105	9.7568
59.870	-5.5036	8.2130	9.8865
59.920	-5.2981	8.6199	10.1179
59.970	-5.0886	9.1934	10.5077
60.020	-4.7998	9.1493	10.3319
60.070	-4.2436	6.4283	7.7026
60.120	-4.1195	7.0127	8.1331
60.170	-3.9568	7.4589	8.4434
60.220	-3.7545	7.5313	8.4153
60.270	-3.5471	7.2784	8.0967
60.320	-3.3477	6.5497	7.3557
60.370	-3.1774	5.9446	6.7405
60.420	-3.0402	5.9237	6.6583
60.470	-2.8838	4.2824	5.1629
60.520	-2.7723	3.6315	4.5687
60.570	-2.6858	3.1617	4.1484
60.620	-2.6163	2.8080	3.8380
60.670	-2.5543	2.4139	3.5144
60.720	-2.5083	2.3630	3.4460
60.770	-2.4631	2.1780	3.2880
60.820	-2.4233	2.0033	3.1441
60.870	-2.3881	1.8370	3.0129
60.920	-2.3566	1.6798	2.8940
60.970	-2.3279	1.5389	2.7906
61.020	-2.3014	1.4187	2.7035
61.070	-2.2768	1.3251	2.6343
61.120	-2.2536	1.2581	2.5810
61.170	-2.2318	1.2122	2.5397
61.220	-2.2108	1.1782	2.5052
61.270	-2.1904	1.1758	2.4860
61.320	-2.1704	1.1882	2.4744
61.370	-2.1510	1.1798	2.4533
61.420	-2.1320	1.1775	2.4355
61.470	-2.1131	1.1769	2.4187
61.520	-2.0944	1.1798	2.4039
61.570	-2.0760	1.1859	2.3908
61.620	-2.0576	1.1923	2.3781
61.670	-2.0393	1.2042	2.3683
61.720	-2.0210	1.2179	2.3596
61.770	-2.0026	1.2339	2.3523
61.820	-1.9843	1.2507	2.3456
61.870	-1.9659	1.2696	2.3402
61.920	-1.9470	1.3043	2.3435
61.970	-1.9289	1.3156	2.3349
62.020	-1.9109	1.3288	2.3275
62.070	-1.8924	1.3484	2.3237
62.120	-1.8746	1.3572	2.3143
62.170	-1.8562	1.3763	2.3108
62.220	-1.8381	1.3897	2.3043
62.270	-1.8199	1.4056	2.2995
62.320	-1.8016	1.4226	2.2956
62.370	-1.7833	1.4406	2.2924
62.420	-1.7652	1.4543	2.2871
62.470	-1.7455	1.4901	2.2950
62.520	-1.7274	1.5038	2.2902
62.570	-1.7094	1.5151	2.2842
62.620	-1.6908	1.5341	2.2830
62.670	-1.6735	1.5388	2.2734
62.720	-1.6549	1.5582	2.2730
62.770	-1.6419	1.5156	2.2345
62.820	-1.6237	1.5322	2.2325
62.870	-1.6327	1.2704	2.0687
62.920	-1.6302	1.1290	1.9830
62.970	-1.6282	0.9898	1.9055
63.020	-1.6261	0.8593	1.8392
63.070	-1.6229	0.7431	1.7849
63.120	-1.6191	0.6394	1.7408
63.170	-1.6165	0.5238	1.6993
63.220	-1.6110	0.4440	1.6711
63.270	-1.6040	0.3832	1.6492
63.320	-1.5958	0.3384	1.6313
63.370	-1.5870	0.3017	1.6155
63.420	-1.5798	0.2493	1.5993
63.470	-1.5722	0.2024	1.5851
63.520	-1.5641	0.1625	1.5725
63.570	-1.5553	0.1313	1.5609
63.620	-1.5459	0.1094	1.5498
63.670	-1.5360	0.0942	1.5389
63.720	-1.1353	0.0519	1.1365
63.770	1.2420	-0.1518	1.2512
63.820	3.4963	-0.3412	3.5129
63.870	3.9651	-0.3764	3.9830
63.920	3.3416	-0.2805	3.3534
63.970	2.0946	-0.1755	2.1020
64.020	1.1160	0.1381	1.1245
64.070	0.3766	0.2084	0.4304
64.120	-0.1397	0.5035	0.5225
64.170	-0.5217	0.5848	0.7836
64.220	-0.7912	0.6834	1.0455
64.270	-1.0052	0.5462	1.1440
64.320	-1.1369	0.6599	1.3146
64.370	-1.2623	0.4174	1.3295
64.420	-1.3383	0.3723	1.3892
64.470	-1.3913	0.3400	1.4323
64.520	-1.4272	0.3194	1.4625
64.570	-1.4507	0.3043	1.4822
64.620	-1.4720	0.2199	1.4884
64.670	-1.4717	0.2933	1.5006
64.720	-1.2630	0.2561	1.2887
64.770	-0.1590	0.1277	0.2040
64.820	2.7045	-0.1753	2.7101
64.870	4.4314	-0.3676	4.4466
64.920	4.3417	-0.3843	4.3587
64.970	3.3852	-0.3113	3.3995
65.020	2.0771	-0.1998	2.0867
65.070	1.0735	-0.1123	1.0793
65.120	0.3307	-0.0450	0.3337
65.170	-0.2121	-0.0137	0.2126
65.220	-0.5962	0.0496	0.5983
65.270	-0.8729	0.0781	0.8764
65.320	-1.0711	0.0967	1.0754
65.370	-1.2127	0.1102	1.2177
65.420	-1.3128	0.1262	1.3188
65.470	-1.3849	0.1199	1.3901
65.520	-1.4342	0.1226	1.4394
65.570	-1.4674	0.1252	1.4727
65.620	-1.4887	0.1284	1.4943
65.670	-1.5018	0.1276	1.5073
65.720	-1.5078	0.1354	1.5139
65.770	-1.5097	0.1379	1.5159
65.820	-1.5082	0.1401	1.5147
65.870	-1.1615	0.1087	1.1665
65.920	0.4895	-0.0467	0.4918
65.970	2.9218	-0.2773	2.9349
66.020	4.3310	-0.4106	4.3504
66.070	4.4627	-0.4234	4.4828
66.120	3.4031	-0.3233	3.4184
66.170	2.0802	-0.1973	2.0895
66.220	1.0739	-0.1023	1.0788
66.270	0.3326	0.0035	0.3326
66.320	-0.2098	0.0526	0.2163
66.370	-0.5526	0.5266	0.7633
66.420	-0.8313	0.5406	0.9916
66.470	-0.9525	1.2191	1.5470
66.520	-1.0863	1.2986	1.6931
66.570	-1.1140	1.8451	2.1553
66.620	-1.1496	2.0848	2.3808
66.670	-1.1660	2.2843	2.5647
66.720	-1.1677	2.4535	2.7172
66.770	-0.5369	2.5223	2.5788
66.820	2.1782	2.2548	3.1350
66.870	4.8155	1.9475	5.1944
66.920	6.5148	1.7203	6.7381
66.970	7.6678	1.5604	7.8249
67.020	8.4490	1.4346	8.5699
67.070	8.9703	1.3223	9.0672
67.120	9.3045	1.2093	9.3827
67.170	9.5094	1.1237	9.5756
67.220	9.6034	0.9735	9.6526
67.270	9.6259	0.8339	9.6619
67.320	9.5931	0.6891	9.6178
67.370	9.5201	0.5441	9.5357
67.420	9.4172	0.3999	9.4256
67.470	9.2925	0.2598	9.2961
67.520	9.1579	0.1466	9.1590
67.570	9.0055	0.0079	9.0055
67.620	8.8466	-0.1200	8.8474
67.670	8.6833	-0.2409	8.6866
67.720	8.5181	-0.3516	8.5254
67.770	8.3529	-0.4525	8.3651
67.820	8.1882	-0.5441	8.2062
67.870	8.0253	-0.6261	8.0497
67.920	7.8719	-0.6720	7.9005
67.970	7.7085	-0.7572	7.7456
68.020	7.5385	-0.8691	7.5884
68.070	7.3661	-0.9915	7.4326
68.120	7.1959	-1.1087	7.2808
68.170	7.0311	-1.2101	7.1344
68.220	6.8729	-1.2923	6.9933
68.270	6.7216	-1.3549	6.8568
68.320	6.5767	-1.3998	6.7240
68.370	6.4371	-1.4319	6.5945
68.420	6.3052	-1.4431	6.4682
68.470	6.1732	-1.4611	6.3438
68.520	6.0401	-1.4897	6.2211
68.570	5.8505	-1.7331	6.1018
68.620	5.6376	-2.0779	6.0083
68.670	5.4318	-2.4027	5.9395
68.720	5.1528	-2.5840	5.7644
68.770	4.9713	-2.2374	5.4516
68.820	3.9964	-2.8021	4.8808
68.870	2.4527	-2.4516	3.4679
68.920	1.2049	-1.9069	2.2556
68.970	-0.3117	-2.0922	2.1153
69.020	-1.3044	-2.0000	2.3878
69.070	-2.1865	-1.8564	2.8683
69.120	-2.7438	-1.9425	3.3618
69.170	-3.2581	-1.9674	3.8060
69.220	-3.5191	-2.1763	4.1377
69.270	-3.7986	-2.3116	4.4466
69.320	-3.8640	-2.3405	4.5176
69.370	-2.9771	0.7133	3.0614
69.420	-0.3727	-0.5766	0.6865
69.470	1.4131	-3.0057	3.3213
69.520	2.7378	-2.7171	3.8572
69.570	3.4971	-3.6573	5.0602
69.620	4.2221	-4.1746	5.9374
69.670	3.9249	-4.8446	6.2349
69.720	2.7772	-4.1954	5.0313
69.770	1.3272	-3.9139	4.1328
69.820	0.2333	-3.8294	3.8365
69.870	-0.9704	-3.5290	3.6600
69.920	-1.5726	-3.5037	3.8405
69.970	-2.2070	-3.7911	4.3867
70.020	-2.4329	-4.0043	4.6854
70.070	-2.7629	-4.1602	4.9941
70.120	-2.7318	-4.5427	5.3008
70.170	-2.5761	-4.5459	5.2251
70.220	-0.7960	-4.5425	4.6117
70.270	1.7043	-3.8840	4.2415
70.320	3.6073	-3.7013	5.1684
70.370	4.1370	-3.4648	5.3963
70.420	4.4008	-3.4994	5.6225
70.470	3.4236	-3.6609	5.0123
70.520	2.4975	-3.7108	4.4730
70.570	1.0897	-3.9924	4.1384
70.620	0.4213	-4.2861	4.3067
70.670	-0.2854	-4.7139	4.7225
70.720	-0.4582	-5.1051	5.1256
70.770	-0.6668	-5.6191	5.6585
70.820	0.0065	-6.1778	6.1778
70.870	1.5149	-5.7601	5.9560
70.920	3.8560	-4.0458	5.5891
70.970	5.4730	-4.7487	7.2460
71.020	5.6991	-5.2846	7.7722
71.070	4.9749	-5.9263	7.7377
71.120	4.5172	-6.3217	7.7697
71.170	4.1257	-7.1117	8.2218
71.220	4.1224	-7.3017	8.3851
71.270	4.2722	-7.8886	8.9711
71.320	4.6644	-7.9591	9.2251
71.370	5.1843	-8.3213	9.8042
71.420	5.8688	-8.2142	10.0954
71.470	6.5800	-8.3772	10.6524
71.520	7.9341	-8.2368	11.4366
71.570	6.2618	-7.5560	9.8134
71.620	7.3137	-7.2070	10.2679
71.670	11.6951	-7.2739	13.7726
71.720	15.7105	-5.9498	16.7994
71.770	17.2880	-4.6118	17.8925
71.820	16.9882	-3.9783	17.4478
71.870	16.8118	-3.1750	17.1090
71.920	10.6124	-4.3310	11.4621
71.970	14.3444	-2.4114	14.5457
72.020	17.8331	0.5434	17.8414
72.070	17.4645	1.5223	17.5307
72.120	17.3292	2.7376	17.5441
72.170	15.8913	2.6812	16.1159
72.220	14.4122	2.5457	14.6353
72.270	13.6659	2.9905	13.9893
72.320	12.8110	3.2578	13.2188
72.370	11.4920	2.9557	11.8660
72.420	11.6845	4.0853	12.3781
72.470	9.9856	3.0944	10.4541
72.520	9.0102	2.7432	9.4186
72.570	8.6184	2.9117	9.0970
72.620	8.0947	2.8460	8.5804
72.670	7.3972	2.4793	7.8016
72.720	7.0472	2.4526	7.4617
72.770	6.6649	2.3230	7.0581
72.820	5.6370	2.4685	6.1538
72.870	3.1572	4.0822	5.1606
72.920	0.9167	5.3686	5.4463
72.970	-0.5487	5.9613	5.9865
73.020	-1.5737	6.1915	6.3883
73.070	-2.3093	6.1957	6.6120
73.120	-2.6970	6.2736	6.8287
73.170	-3.3238	5.7432	6.6356
73.220	-3.6050	5.5020	6.5778
73.270	-3.8121	5.2548	6.4920
73.320	-3.9547	4.9983	6.3736
73.370	-4.0748	4.7587	6.2649
73.420	-4.0918	4.4876	6.0730
73.470	-4.1258	4.2268	5.9066
73.520	-4.0609	3.9446	5.6614
73.570	-3.8595	3.7325	5.3691
73.620	-3.8027	3.3949	5.0976
73.670	-1.6613	1.9270	2.5443
73.720	-1.3998	1.5519	2.0900
73.770	0.9791	-0.0667	0.9814
73.820	0.9311	-0.0538	0.9326
73.870	2.3747	-1.0143	2.5822
73.920	2.0403	-0.8566	2.2128
73.970	2.3766	-1.0454	2.5964
74.020	2.7737	-1.2405	3.0385
74.070	2.6775	-1.3465	2.9970
74.120	1.5714	-0.6938	1.7177
74.170	-0.5490	0.7343	0.9168
74.220	-1.8983	1.5263	2.4358
74.270	-2.5763	2.0281	3.2787
74.320	-2.5780	1.9331	3.2223
74.370	-1.7331	1.4470	2.2577
74.420	-0.7554	0.7185	1.0425
74.470	0.3513	0.0785	0.3600
74.520	1.1634	-0.5316	1.2791
74.570	1.8309	-0.8876	2.0347
74.620	2.2798	-1.2534	2.6017
74.670	2.6513	-1.4246	3.0098
74.720	2.4104	-1.3472	2.7613
74.770	0.9793	-0.4379	1.0727
74.820	-0.7706	0.6378	1.0003
74.870	-2.2477	1.6140	2.7671
74.920	-3.0056	2.0783	3.6542
74.970	-3.0305	1.8967	3.5752
75.020	-2.1019	1.0980	2.3714
75.070	-1.0870	0.3966	1.1571
75.120	-0.0804	-0.4592	0.4662
75.170	0.7609	-1.0493	1.2961
75.220	1.4482	-1.4014	2.0153
75.270	1.7062	-2.0881	2.6965
75.320	1.9646	-2.4293	3.1243
75.370	2.2025	-2.6365	3.4354
75.420	1.6441	-2.4522	2.9524
75.470	-0.4264	-1.0938	1.1740
75.520	-2.1740	-0.0872	2.1757
75.570	-3.0853	0.5968	3.1425
75.620	-3.4501	0.5632	3.4958
75.670	-2.8317	0.1646	2.8365
75.720	-2.1869	-0.1880	2.1950
75.770	-1.1832	-1.1202	1.6293
75.820	-0.3852	-1.8162	1.8566
75.870	0.3681	-2.3414	2.3701
75.920	0.6085	-2.9666	3.0283
75.970	1.0630	-3.2275	3.3981
76.020	0.8846	-3.2118	3.3314
76.070	-0.3290	-2.2113	2.2356
76.120	-2.1998	-1.0724	2.4473
76.170	-3.3908	0.1781	3.3955
76.220	-3.8672	0.5568	3.9071
76.270	-3.7464	0.4816	3.7773
76.320	-3.7384	0.7122	3.8056
76.370	-3.2943	0.0554	3.2948
76.420	-2.3964	-0.6497	2.4829
76.470	-2.9623	-2.9775	4.2001
76.520	0.1404	-1.4690	1.4757
76.570	0.2909	-2.5009	2.5178
76.620	0.4211	-3.0482	3.0772
76.670	-1.2288	-4.9997	5.1485
76.720	1.5070	-3.0543	3.4058
76.770	1.0489	-3.7648	3.9082
76.820	0.9262	-3.9604	4.0673
76.870	-1.8558	-5.2281	5.5477
76.920	-0.8001	-1.0221	1.2980
76.970	-2.5941	0.0839	2.5955
77.020	-5.6476	-0.2706	5.6540
77.070	-3.2407	2.1534	3.8909
77.120	-4.0671	2.4141	4.7296
77.170	-4.1193	1.9066	4.5392
77.220	-5.4829	-0.2438	5.4883
77.270	-1.6101	0.3809	1.6546
77.320	-1.5445	-1.0009	1.8405
77.370	-1.0169	-2.0056	2.2487
77.420	-2.9887	-3.8354	4.8623
77.470	0.4982	-2.7074	2.7529
77.520	-0.0975	-3.4358	3.4372
77.570	-0.1279	-3.8633	3.8654
77.620	-0.1452	-4.0302	4.0328
77.670	-2.7179	-5.4232	6.0662
77.720	0.2513	-4.1095	4.1172
77.770	-0.2084	-4.4164	4.4213
77.820	-2.9387	-5.4775	6.2160
77.870	0.4018	-4.1598	4.1792
77.920	-0.3538	-4.2962	4.3107
77.970	-0.4683	-4.3459	4.3710
78.020	-0.8775	-4.3958	4.4825
78.070	-0.7106	-4.3048	4.3630
78.120	-0.6717	-4.1536	4.2075
78.170	-0.7925	-4.1552	4.2301
78.220	-0.9509	-4.0915	4.2006
78.270	-0.3204	-3.8458	3.8591
78.320	-0.4521	-3.7940	3.8208
78.370	-0.6095	-3.8200	3.8683
78.420	-0.3380	-3.6549	3.6705
78.470	-1.4106	-3.9403	4.1852
78.520	-2.4501	-4.1389	4.8098
